# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       6.510352954229e+08       1.783546201703e-15       7.120215923351e-04       9.143488684072e+11       1.415848723772e+04       2.174764919124e-05       9.217674935711e+12       4.110857474572e-04       4.943075129088e+23       7.070760655055e+17       3.070239103367e+04       3.595557013954e+18       1.774395805698e+09       0.000000000000e+00       1.415335828135e+08       7.300035362887e+07       2.521713066083e-04       3.892252110638e-08       3.417220376157e+23       8.360338531576e+23       8.360338531576e+23       2.786765168415e+23      -1.565552953738e+27       1.396338606653e-04       8.037858139381e-02 
       6.440748060800e+08       1.822303887336e-15       7.197163686214e-04       8.949020405170e+11       1.415848723003e+04       2.198267510915e-05       9.119124931225e+12       4.155283268528e-04       4.735047285283e+23       6.846387377136e+17       2.972812582343e+04       3.481460815182e+18       1.755425001496e+09       0.000000000000e+00       1.363078039760e+08       7.030499542804e+07       2.495451330318e-04       3.892252110638e-08       3.273407674935e+23       8.008496621214e+23       8.008496621214e+23       2.669484986740e+23      -1.483633600012e+27       1.397545026741e-04       8.030927635778e-02 
       6.371887342259e+08       1.861903801887e-15       7.274943036464e-04       8.758688177273e+11       1.415848722225e+04       2.222024094200e-05       9.021628565857e+12       4.200189168583e-04       4.535774231295e+23       6.629134035855e+17       2.878477653432e+04       3.370985179935e+18       1.736657022087e+09       0.000000000000e+00       1.312749741483e+08       6.770915668881e+07       2.469445424517e-04       3.892252110638e-08       3.135647288389e+23       7.671461858670e+23       7.671461858670e+23       2.557140506561e+23      -1.406000770839e+27       1.398751448056e-04       8.024009174984e-02 
       6.303762842323e+08       1.902364250601e-15       7.353562941717e-04       8.572404032701e+11       1.415848721439e+04       2.246037413855e-05       8.925174574714e+12       4.245580363305e-04       4.344887524401e+23       6.418774697454e+17       2.787136212529e+04       3.264015218492e+18       1.718089698941e+09       0.000000000000e+00       1.264279691613e+08       6.520916289893e+07       2.443692209138e-04       3.892252110638e-08       3.003684506659e+23       7.348611089987e+23       7.348611089987e+23       2.449524010353e+23      -1.332430168867e+27       1.399957870611e-04       8.017102727144e-02 
       6.236366689771e+08       1.943703932714e-15       7.433032478730e-04       8.390081874717e+11       1.415848720644e+04       2.270310244418e-05       8.829751813338e+12       4.291462097191e-04       4.162034227684e+23       6.215090597630e+17       2.698693268619e+04       3.160439686880e+18       1.699720886769e+09       0.000000000000e+00       1.217599278911e+08       6.280147522010e+07       2.418190234165e-04       3.892252110638e-08       2.877275339274e+23       7.039347386445e+23       7.039347386445e+23       2.346436522319e+23      -1.262709233362e+27       1.401164294422e-04       8.010208262225e-02 
       6.169691097540e+08       1.985941951795e-15       7.513360833400e-04       8.211637437733e+11       1.415848719841e+04       2.294845390413e-05       8.735349256424e+12       4.337839671344e-04       3.986876257470e+23       6.017869914031e+17       2.613056844998e+04       3.060150871178e+18       1.681548463247e+09       0.000000000000e+00       1.172642425454e+08       6.048268547765e+07       2.392938741946e-04       3.892252110638e-08       2.756186064030e+23       6.743098940878e+23       6.743098940878e+23       2.247687440500e+23      -1.196636526077e+27       1.402370719503e-04       8.003325750151e-02 
       6.103728361819e+08       2.029097834315e-15       7.594557300763e-04       8.036988248367e+11       1.415848719029e+04       2.319645686669e-05       8.641955996539e+12       4.384718444433e-04       3.819089758237e+23       5.826907545967e+17       2.530137883616e+04       2.963044475503e+18       1.663570328632e+09       0.000000000000e+00       1.129345493028e+08       5.824951133247e+07       2.367934057252e-04       3.892252110638e-08       2.640192794850e+23       6.459318010439e+23       6.459318010439e+23       2.153094184362e+23      -1.134021149253e+27       1.403577145868e-04       7.996455161545e-02 
       6.038470861162e+08       2.073191522478e-15       7.676631248614e-04       7.866053587322e+11       1.415848718208e+04       2.344713998655e-05       8.549561242871e+12       4.432103832731e-04       3.658364503824e+23       5.642004901118e+17       2.449850152461e+04       2.869019513547e+18       1.645784405749e+09       0.000000000000e+00       1.087647193163e+08       5.609879164083e+07       2.343175639755e-04       3.892252110638e-08       2.529081067838e+23       6.187479903863e+23       6.187479903863e+23       2.062481857221e+23      -1.074682194081e+27       1.404783573533e-04       7.989596466516e-02 
       5.973911055607e+08       2.118243394798e-15       7.759592153889e-04       7.698754452084e+11       1.415848717378e+04       2.370053222804e-05       8.458154319972e+12       4.480001311148e-04       3.504403323849e+23       5.462969689002e+17       2.372110155884e+04       2.777978203556e+18       1.628188639591e+09       0.000000000000e+00       1.047488500294e+08       5.402748197535e+07       2.318661812525e-04       3.892252110638e-08       2.422645444748e+23       5.927082011348e+23       5.927082011348e+23       1.975682922865e+23      -1.018448218012e+27       1.405990002513e-04       7.982749635495e-02 
       5.910041485806e+08       2.164274277115e-15       7.843449620850e-04       7.535013520403e+11       1.415848716540e+04       2.395666286852e-05       8.367724666534e+12       4.528416413918e-04       3.356921554253e+23       5.289615721007e+17       2.296837047767e+04       2.689825866640e+18       1.610780997063e+09       0.000000000000e+00       1.008812568203e+08       5.203265031529e+07       2.294389529827e-04       3.892252110638e-08       2.320689133137e+23       5.677642875265e+23       5.677642875265e+23       1.892536895797e+23      -9.651567494280e+26       1.407196432824e-04       7.975914639348e-02 
