# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 288.436 h/Mpc,
# number of wavenumbers equal to 1038
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:t_g                    3:t_b                    4:t_cdm                  5:t_dmeff                6:t_ur                   7:t_tot              
       1.008985870272e-05       1.525905922466e-08       1.525921710433e-08       1.525921726207e-08       1.525921726114e-08       1.525904873642e-08       1.525921102321e-08 
       1.024593865065e-05       1.573478997940e-08       1.573495776525e-08       1.573495793238e-08       1.573495793139e-08       1.573477883067e-08       1.573495130212e-08 
       1.040443299810e-05       1.622535239797e-08       1.622553071447e-08       1.622553089157e-08       1.622553089052e-08       1.622534054704e-08       1.622552384524e-08 
       1.056537909342e-05       1.673120887069e-08       1.673139838175e-08       1.673139856943e-08       1.673139856831e-08       1.673119627321e-08       1.673139108080e-08 
       1.072881486267e-05       1.725283620263e-08       1.725303761412e-08       1.725303781303e-08       1.725303781184e-08       1.725282281145e-08       1.725302985422e-08 
       1.089477881860e-05       1.779072606296e-08       1.779094012536e-08       1.779094033619e-08       1.779094033493e-08       1.779071182794e-08       1.779093187754e-08 
       1.106331006970e-05       1.834538544829e-08       1.834561295949e-08       1.834561318297e-08       1.834561318164e-08       1.834537031612e-08       1.834560419297e-08 
       1.123444832946e-05       1.891733716043e-08       1.891757896876e-08       1.891757920568e-08       1.891757920425e-08       1.891732107443e-08       1.891756965081e-08 
       1.140823392565e-05       1.950712029906e-08       1.950737730647e-08       1.950737755765e-08       1.950737755614e-08       1.950710319897e-08       1.950736740228e-08 
       1.158470780992e-05       2.011529076975e-08       2.011556393520e-08       2.011556420152e-08       2.011556419992e-08       2.011527259150e-08       2.011555340776e-08 
       1.176391156738e-05       2.074242180783e-08       2.074271215089e-08       2.074271243328e-08       2.074271243158e-08       2.074240248329e-08       2.074270096086e-08 
       1.194588742640e-05       2.138910451852e-08       2.138941312321e-08       2.138941342267e-08       2.138941342086e-08       2.138908397525e-08       2.138940122875e-08 
