# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 288.436 h/Mpc,
# number of wavenumbers equal to 1038
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:t_g                    3:t_b                    4:t_cdm                  5:t_dmeff                6:t_ur                   7:t_tot              
       1.008985870272e-05       1.525905922894e-08       1.525921710533e-08       1.525921726306e-08       1.525921726216e-08       1.525904874081e-08       1.525921102435e-08 
       1.024593865065e-05       1.573478998381e-08       1.573495776628e-08       1.573495793340e-08       1.573495793245e-08       1.573477883519e-08       1.573495130330e-08 
       1.040443299810e-05       1.622535240252e-08       1.622553071554e-08       1.622553089262e-08       1.622553089160e-08       1.622534055170e-08       1.622552384646e-08 
       1.056537909342e-05       1.673120887538e-08       1.673139838285e-08       1.673139857052e-08       1.673139856944e-08       1.673119627802e-08       1.673139108206e-08 
       1.072881486267e-05       1.725283620747e-08       1.725303761526e-08       1.725303781415e-08       1.725303781300e-08       1.725282281640e-08       1.725302985552e-08 
       1.089477881860e-05       1.779072606795e-08       1.779094012653e-08       1.779094033734e-08       1.779094033612e-08       1.779071183305e-08       1.779093187888e-08 
       1.106331006970e-05       1.834538545343e-08       1.834561296070e-08       1.834561318416e-08       1.834561318287e-08       1.834537032139e-08       1.834560419435e-08 
       1.123444832946e-05       1.891733716573e-08       1.891757897001e-08       1.891757920690e-08       1.891757920552e-08       1.891732107986e-08       1.891756965223e-08 
       1.140823392565e-05       1.950712030453e-08       1.950737730776e-08       1.950737755891e-08       1.950737755745e-08       1.950710320457e-08       1.950736740374e-08 
       1.158470780992e-05       2.011529077539e-08       2.011556393653e-08       2.011556420282e-08       2.011556420127e-08       2.011527259728e-08       2.011555340927e-08 
       1.176391156738e-05       2.074242181365e-08       2.074271215226e-08       2.074271243463e-08       2.074271243297e-08       2.074240248925e-08       2.074270096241e-08 
       1.194588742640e-05       2.138910452452e-08       2.138941312462e-08       2.138941342406e-08       2.138941342230e-08       2.138908398139e-08       2.138940123036e-08 
       1.213067826860e-05       2.205594844016e-08       2.205627645430e-08       2.205627677186e-08       2.205627676999e-08       2.205592660128e-08       2.205626381114e-08 
       1.231832763895e-05       2.274358209401e-08       2.274393074760e-08       2.274393108441e-08       2.274393108242e-08       2.274355887749e-08       2.274391730826e-08 
