# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_dmeff          13:T_dmeff               14:Vrel_dmeff            15:dkappa_dmeff          16:dkappaT_dmeff         17:cdmeff2               18:(.)rho_lambda         19:(.)rho_ur             20:(.)rho_crit           21:(.)rho_tot            22:(.)p_tot              23:(.)p_tot_prime        24:gr.fac. D             25:gr.fac. f          
       8.980856820338e+13       9.374763376406e-26       5.162291927263e-09       1.739547286673e+22       1.433552182939e+04       1.596230973967e-10       1.287452689946e+18       2.980718963049e-09       1.788675025930e+44       1.824686817263e+33       8.059570747630e+19       9.171791510802e+33       2.447282703277e+14       0.000000000000e+00       4.910803090721e+34       8.847559204399e+30      -2.047526477659e+21       3.828010583277e-08       1.237349736531e+44       3.026024762571e+44       3.026024762571e+44       1.008674920820e+44      -7.815012561716e+52       7.002996285274e-06       1.646118374671e+00 
       8.884838741853e+13       9.578483816351e-26       5.218680598773e-09       1.702549679796e+22       1.433552182939e+04       1.613481374947e-10       1.273687997345e+18       3.012931472292e-09       1.713399170477e+44       1.766784848531e+33       7.803820002344e+19       8.880747162667e+33       2.421117773921e+14       0.000000000000e+00       4.678918851460e+34       8.429784454011e+30      -1.979429302999e+21       3.828010583277e-08       1.185276241591e+44       2.898675412174e+44       2.898675412174e+44       9.662251373559e+43      -7.406082860985e+52       7.126907957732e-06       1.617498203018e+00 
       8.789847232612e+13       9.786631154335e-26       5.275069270283e-09       1.666338957487e+22       1.433552182939e+04       1.630918200285e-10       1.260070468801e+18       3.045492097137e-09       1.641291276969e+44       1.710720257013e+33       7.556184880801e+19       8.598938394351e+33       2.395232587715e+14       0.000000000000e+00       4.457984016028e+34       8.031736721149e+30      -1.906193002586e+21       3.828010583277e-08       1.135394244168e+44       2.776685521240e+44       2.776685521240e+44       9.255618403789e+43      -7.018550886594e+52       7.250819629823e-06       1.589856231475e+00 
       8.695871317136e+13       9.999301991748e-26       5.331457941793e-09       1.630898383871e+22       1.433552182939e+04       1.648543464660e-10       1.246598530924e+18       3.078404609571e-09       1.572218022672e+44       1.656434738044e+33       7.316407853551e+19       8.326072137341e+33       2.369624146031e+14       0.000000000000e+00       4.247481526409e+34       7.652484447097e+30      -1.846867266373e+21       3.828010583277e-08       1.087611515742e+44       2.659829538513e+44       2.659829538513e+44       8.866098461378e+43      -6.651296977409e+52       7.374731302123e-06       1.563143146200e+00 
       8.602900137289e+13       1.021659398953e-25       5.389665602706e-09       1.596211579020e+22       1.433552182939e+04       1.666359204526e-10       1.233270627142e+18       3.111672797809e-09       1.506051695698e+44       1.603871837111e+33       7.084239563209e+19       8.061864622932e+33       2.344289501301e+14       0.000000000000e+00       4.046918825549e+34       7.291140215353e+30      -1.774661616181e+21       3.828010583277e-08       1.041839709203e+44       2.547891404997e+44       2.547891404997e+44       8.492971349668e+43      -6.303260059878e+52       7.498642974005e-06       1.537312909125e+00 
       8.510922951025e+13       1.043860777712e-25       5.447873263620e-09       1.562262511383e+22       1.433552182939e+04       1.684367478343e-10       1.220085217527e+18       3.145300509109e-09       1.442669958878e+44       1.552976891148e+33       6.859438565141e+19       7.806041087130e+33       2.319225723476e+14       0.000000000000e+00       3.855826550942e+34       6.946858397929e+30      -1.697325122626e+21       3.828010583277e-08       9.979941955021e+43       2.440664154473e+44       2.440664154473e+44       8.135547181266e+43      -5.973434582368e+52       7.622554645520e-06       1.512322463940e+00 
       8.419929131143e+13       1.066544634995e-25       5.506080924533e-09       1.529035490378e+22       1.433552182939e+04       1.702570366818e-10       1.207040778614e+18       3.179291636691e-09       1.381955623564e+44       1.503696971688e+33       6.641771076361e+19       7.558335484899e+33       2.294429910772e+14       0.000000000000e+00       3.673757492137e+34       6.618833277127e+30      -1.627927185871e+21       3.828010583277e-08       9.559939071800e+43       2.337949530835e+44       2.337949530835e+44       7.793165102481e+43      -5.660867609915e+52       7.746466316863e-06       1.488131505983e+00 
       8.329908164066e+13       1.089721395003e-25       5.566107574850e-09       1.496515159136e+22       1.433552182939e+04       1.720969973142e-10       1.194135803228e+18       3.213650099619e-09       1.323796432960e+44       1.455980829820e+33       6.431010732419e+19       7.318490213493e+33       2.269899204266e+14       0.000000000000e+00       3.500285603886e+34       6.306297267590e+30      -1.553657662459e+21       3.828010583277e-08       9.157611884761e+43       2.239557621524e+44       2.239557621524e+44       7.465192071454e+43      -5.364656070993e+52       7.870377987941e-06       1.464702279245e+00 
       8.240849648618e+13       1.113401801227e-25       5.626134225167e-09       1.464686487408e+22       1.433552182939e+04       1.739568423238e-10       1.181368800305e+18       3.248379871559e-09       1.268084854561e+44       1.409778842889e+33       6.226938351984e+19       7.086255844558e+33       2.245630766782e+14       0.000000000000e+00       3.335004923111e+34       6.008518965042e+30      -1.480804313746e+21       3.828010583277e-08       8.772216517497e+43       2.145306506396e+44       2.145306506396e+44       7.151021687704e+43      -5.083944148356e+52       7.994289658733e-06       1.441999361061e+00 
       8.152743294829e+13       1.137596822101e-25       5.687979864888e-09       1.433534764616e+22       1.433552182939e+04       1.758367866002e-10       1.168738294724e+18       3.283484968667e-09       1.214717881338e+44       1.365042962897e+33       6.029341708908e+19       6.861390864737e+33       2.221621791916e+14       0.000000000000e+00       3.177528658783e+34       5.724801506575e+30      -1.413893315114e+21       3.828010583277e-08       8.403040399420e+43       2.055021921362e+44       2.055021921362e+44       6.850073070933e+43      -4.817920806397e+52       8.118201329234e-06       1.419989491351e+00 
       8.065578922741e+13       1.162317587163e-25       5.748006515205e-09       1.403045593053e+22       1.433552182939e+04       1.777370473553e-10       1.156242827136e+18       3.318969443048e-09       1.163596841280e+44       1.321726666528e+33       5.838015311520e+19       6.643661424510e+33       2.197869508365e+14       0.000000000000e+00       3.027488302329e+34       5.454480967908e+30      -1.347561355625e+21       3.828010583277e-08       8.049400948260e+43       1.968536936185e+44       1.968536936185e+44       6.561789787019e+43      -4.565817447900e+52       8.242112999509e-06       1.398641414033e+00 
       7.979346461238e+13       1.187575563930e-25       5.809852154925e-09       1.373204881231e+22       1.433552182939e+04       1.796578441484e-10       1.143880953793e+18       3.354837398022e-09       1.114627214958e+44       1.279784906773e+33       5.652760188926e+19       6.432841094997e+33       2.174371169476e+14       0.000000000000e+00       2.884532728294e+34       5.196924743089e+30      -1.285887059418e+21       3.828010583277e-08       7.710644308020e+43       1.885691645838e+44       1.885691645838e+44       6.285638819201e+43      -4.326905693400e+52       8.366024669537e-06       1.377925721700e+00 
