# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.0063e-05 to 722.317 h/Mpc,
# number of wavenumbers equal to 3929
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:t_g                    3:t_b                    4:t_cdm                  5:t_dmeff                6:t_ur                   7:t_tot              
       1.006301081809e-05       1.614720747331e-08       1.614737511201e-08       1.614737533383e-08       1.614737533257e-08       1.614719677755e-08       1.614736853629e-08 
       1.010945956559e-05       1.629616337504e-08       1.629633399312e-08       1.629633421827e-08       1.629633421699e-08       1.629615248588e-08       1.629632729999e-08 
       1.015612271078e-05       1.644649752746e-08       1.644667117904e-08       1.644667140758e-08       1.644667140628e-08       1.644648644135e-08       1.644666436636e-08 
       1.020300124325e-05       1.659822267297e-08       1.659839941316e-08       1.659839964515e-08       1.659839964382e-08       1.659821138630e-08       1.659839247877e-08 
       1.025009615720e-05       1.675135168361e-08       1.675153156854e-08       1.675153180402e-08       1.675153180268e-08       1.675134019270e-08       1.675152451020e-08 
       1.029740845140e-05       1.690589754988e-08       1.690608063671e-08       1.690608087576e-08       1.690608087439e-08       1.690588585099e-08       1.690607345218e-08 
       1.034493912922e-05       1.706187338467e-08       1.706205973161e-08       1.706205997427e-08       1.706205997289e-08       1.706186147399e-08       1.706205241858e-08 
       1.039268919868e-05       1.721929241025e-08       1.721948207658e-08       1.721948232292e-08       1.721948232151e-08       1.721928028388e-08       1.721947463271e-08 
       1.044065967245e-05       1.737816798845e-08       1.737836103454e-08       1.737836128462e-08       1.737836128319e-08       1.737815564245e-08       1.737835345745e-08 
       1.048885156787e-05       1.753851358983e-08       1.753871007715e-08       1.753871033103e-08       1.753871032958e-08       1.753850102015e-08       1.753870236441e-08 
       1.053726590697e-05       1.770034282081e-08       1.770054281198e-08       1.770054306972e-08       1.770054306825e-08       1.770033002336e-08       1.770053496111e-08 
       1.058590371650e-05       1.786366939625e-08       1.786387295504e-08       1.786387321670e-08       1.786387321520e-08       1.786365636686e-08       1.786386496352e-08 
       1.063476602796e-05       1.802850718547e-08       1.802871437680e-08       1.802871464246e-08       1.802871464093e-08       1.802849391987e-08       1.802870624207e-08 
       1.068385387761e-05       1.819487016910e-08       1.819508105910e-08       1.819508132881e-08       1.819508132727e-08       1.819485666295e-08       1.819507277855e-08 
       1.073316830647e-05       1.836277245377e-08       1.836298710979e-08       1.836298738362e-08       1.836298738206e-08       1.836275870266e-08       1.836297868075e-08 
       1.078271036040e-05       1.853222828219e-08       1.853244677282e-08       1.853244705084e-08       1.853244704925e-08       1.853221428162e-08       1.853243819258e-08 
       1.083248109005e-05       1.870325202535e-08       1.870347442042e-08       1.870347470271e-08       1.870347470109e-08       1.870323777074e-08       1.870346568623e-08 
       1.088248155096e-05       1.887585819623e-08       1.887608456689e-08       1.887608485350e-08       1.887608485186e-08       1.887584368292e-08       1.887607567593e-08 
       1.093271280351e-05       1.905006143720e-08       1.905029185587e-08       1.905029214689e-08       1.905029214523e-08       1.905004666044e-08       1.905028280528e-08 
       1.098317591298e-05       1.922587651950e-08       1.922611105996e-08       1.922611135546e-08       1.922611135377e-08       1.922586147445e-08       1.922610184683e-08 
