# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.156089437749e+03       3.965406711967e-02       0.000000000000e+00       3.017203628345e+00       5.143261831458e-08       3.476174006097e-03      -1.439100677392e-05 
    3       1.082045364403e+03       5.009346142339e-02       0.000000000000e+00       3.403818052225e+00       6.337377517399e-08       3.466805166661e-03      -1.528283597872e-05 
    4       1.015260158509e+03       4.258903969235e-02       0.000000000000e+00       3.177046905242e+00       7.337400819973e-08       3.376400428550e-03      -1.275176885034e-05 
    5       9.655776447258e+02       2.787445291046e-02       0.000000000000e+00       2.691596098488e+00       8.207786453275e-08       3.256880990562e-03      -8.501192946470e-06 
    6       9.312176260228e+02       1.529849706939e-02       0.000000000000e+00       2.149869705297e+00       8.971387695381e-08       3.127866889307e-03      -3.941089279907e-06 
    7       9.084372128810e+02       8.178986730450e-03       0.000000000000e+00       1.669097952104e+00       9.646680403988e-08       2.998910758892e-03      -1.375499169296e-07 
    8       8.944713141661e+02       5.282671136375e-03       0.000000000000e+00       1.300438513166e+00       1.024807137306e-07       2.875259272157e-03       2.297876663503e-06 
    9       8.870133210883e+02       4.227033324478e-03       0.000000000000e+00       1.054429761841e+00       1.078524919939e-07       2.759574376082e-03       3.216648348099e-06 
   10       8.841387611932e+02       3.554786542180e-03       0.000000000000e+00       9.184296590494e-01       1.126437214175e-07       2.652181874596e-03       2.856606009085e-06 
   11       8.851062183618e+02       2.947408915708e-03       0.000000000000e+00       8.680286096637e-01       1.141751294864e-07       2.564055758413e-03       1.710951704498e-06 
   12       8.887870395263e+02       2.551335355127e-03       0.000000000000e+00       8.756638641074e-01       1.178779522787e-07       2.463206196245e-03       2.993267125845e-07 
   13       8.946474600702e+02       2.434602205840e-03       0.000000000000e+00       9.171038008296e-01       1.211896349366e-07       2.375231782191e-03      -8.993444701055e-07 
   14       9.021428875203e+02       2.503624494776e-03       0.000000000000e+00       9.744529842535e-01       1.241534519035e-07       2.284041898370e-03      -1.622460653460e-06 
   15       9.112343545738e+02       2.658713149264e-03       0.000000000000e+00       1.036814484942e+00       1.268056955298e-07       2.201605246358e-03      -1.781808096340e-06 
   16       9.214556626017e+02       2.895276354265e-03       0.000000000000e+00       1.099314949689e+00       1.291790788758e-07       2.124419751368e-03      -1.485153826492e-06 
   17       9.327510642287e+02       3.269568255683e-03       0.000000000000e+00       1.161591337070e+00       1.313011335937e-07       2.050985200960e-03      -9.479702394871e-07 
   18       9.447388389355e+02       3.823103872516e-03       0.000000000000e+00       1.225567055913e+00       1.331440948086e-07       1.980639532557e-03      -4.193776757873e-07 
   19       9.575035102785e+02       4.554007420560e-03       0.000000000000e+00       1.293317323761e+00       1.348826048087e-07       1.915453827001e-03      -5.308299990036e-08 
   20       9.708889915735e+02       5.441147562406e-03       0.000000000000e+00       1.366539497860e+00       1.363730893731e-07       1.853880197752e-03       3.643297976904e-08 
   21       9.849409832790e+02       6.478031875196e-03       0.000000000000e+00       1.444846715842e+00       1.377062521032e-07       1.795959833552e-03      -1.357718543468e-07 
   22       9.995157768610e+02       7.659996967996e-03       0.000000000000e+00       1.526376825857e+00       1.388561629978e-07       1.739619764624e-03      -4.636584334934e-07 
   23       1.014601006394e+03       8.985482717406e-03       0.000000000000e+00       1.607749101930e+00       1.398955533066e-07       1.685455333680e-03      -8.367236535309e-07 
   24       1.030070776678e+03       1.045266860196e-02       0.000000000000e+00       1.684771970434e+00       1.407746566715e-07       1.633455624129e-03      -1.124588572429e-06 
   25       1.046004762314e+03       1.206253147377e-02       0.000000000000e+00       1.755064230559e+00       1.415499831902e-07       1.584697931862e-03      -1.264419840070e-06 
   26       1.062402881747e+03       1.381924075316e-02       0.000000000000e+00       1.816904448061e+00       1.421992120614e-07       1.539258982839e-03      -1.231192882027e-06 
   27       1.079159296459e+03       1.574119862592e-02       0.000000000000e+00       1.869751514259e+00       1.427502546955e-07       1.496368770333e-03      -1.072251946245e-06 
   28       1.096073749530e+03       1.785109249679e-02       0.000000000000e+00       1.913689215338e+00       1.431656828132e-07       1.454179218284e-03      -8.745926977631e-07 
   29       1.113223430615e+03       2.016108632479e-02       0.000000000000e+00       1.949431643892e+00       1.435212102749e-07       1.413413831045e-03      -6.907523114526e-07 
   30       1.130690389546e+03       2.267992677463e-02       0.000000000000e+00       1.978215218219e+00       1.438380758791e-07       1.375008103572e-03      -5.732250843938e-07 
   31       1.148472868247e+03       2.541551745285e-02       0.000000000000e+00       2.001253420630e+00       1.440336293066e-07       1.339071305942e-03      -5.737161172275e-07 
   32       1.166589205208e+03       2.837366208453e-02       0.000000000000e+00       2.017935093047e+00       1.441541748200e-07       1.305452599285e-03      -6.765152806688e-07 
   33       1.184991202796e+03       3.155868867069e-02       0.000000000000e+00       2.026934160615e+00       1.442290149340e-07       1.273081421122e-03      -8.278109225840e-07 
   34       1.203578514369e+03       3.497472975402e-02       0.000000000000e+00       2.026820280607e+00       1.442205781745e-07       1.240325659366e-03      -9.617973728921e-07 
   35       1.222383738571e+03       3.862940227335e-02       0.000000000000e+00       2.016641642587e+00       1.441617699890e-07       1.207714890006e-03      -1.052996960187e-06 
   36       1.241438624443e+03       4.253137381142e-02       0.000000000000e+00       1.995529369948e+00       1.440596476120e-07       1.176341212356e-03      -1.087001192630e-06 
   37       1.260737199454e+03       4.668882950374e-02       0.000000000000e+00       1.962706123239e+00       1.438739018206e-07       1.147048606355e-03      -1.053490678980e-06 
   38       1.280298992138e+03       5.110752885531e-02       0.000000000000e+00       1.918061660512e+00       1.436441400135e-07       1.120095957979e-03      -9.676620381553e-07 
   39       1.300117356691e+03       5.579205748679e-02       0.000000000000e+00       1.861773654939e+00       1.434072345011e-07       1.095215121781e-03      -8.599422670759e-07 
   40       1.320136210394e+03       6.074628881488e-02       0.000000000000e+00       1.794164608293e+00       1.431495093529e-07       1.071578497414e-03      -7.724857225850e-07 
   41       1.340282305592e+03       6.597406979103e-02       0.000000000000e+00       1.715563328302e+00       1.428224890472e-07       1.048113949013e-03      -7.478735825582e-07 
   42       1.360586583996e+03       7.148165619786e-02       0.000000000000e+00       1.625814533371e+00       1.424494494434e-07       1.024892892989e-03      -7.845296280932e-07 
