# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.156082827610e+03       3.965541732260e-02       1.706693275380e-06       3.017176470455e+00       5.143215319630e-08       3.476142588338e-03      -1.439087739865e-05 
    3       1.082043190086e+03       5.009642526806e-02       3.414181937417e-06       3.403787304973e+00       6.337320327072e-08       3.466773792715e-03      -1.528269858561e-05 
    4       1.015263586131e+03       4.259434888811e-02       5.692053650257e-06       3.177017922107e+00       7.337334134423e-08       3.376369722245e-03      -1.275165421092e-05 
    5       9.655877284562e+02       2.788274370297e-02       8.541321839386e-06       2.691570941065e+00       8.207711427563e-08       3.256851248328e-03      -8.501116521196e-06 
    6       9.312354069440e+02       1.531032292001e-02       1.196321395878e-05       2.149848490578e+00       8.971305619297e-08       3.127838207124e-03      -3.941053852513e-06 
    7       9.084637414495e+02       8.194872744846e-03       1.595914710244e-05       1.669079597590e+00       9.646592234915e-08       2.998883205860e-03      -1.375486799394e-07 
    8       8.945076320310e+02       5.303155165332e-03       2.053070048169e-05       1.300421312020e+00       1.024797809295e-07       2.875232893181e-03       2.297856012900e-06 
    9       8.870604455476e+02       4.252676454140e-03       2.567958561246e-05       1.054411732712e+00       1.078515124217e-07       2.759548969094e-03       3.216619432339e-06 
   10       8.841976902714e+02       3.586164903859e-03       3.140761511524e-05       9.184087414527e-01       1.126426914204e-07       2.652157165609e-03       2.856580314703e-06 
   11       8.851779207548e+02       2.985103537605e-03       3.771667105537e-05       8.680027629488e-01       1.141740864104e-07       2.564031944807e-03       1.710936314381e-06 
   12       8.888724781031e+02       2.595928035801e-03       4.460867374435e-05       8.756310776698e-01       1.178768747570e-07       2.463183335660e-03       2.993240405240e-07 
   13       8.947475284931e+02       2.486676224362e-03       5.208555188304e-05       9.170620702318e-01       1.211885259697e-07       2.375209764215e-03      -8.993363630774e-07 
   14       9.022584732542e+02       2.563766028406e-03       6.014921485693e-05       9.744002401977e-01       1.241523146269e-07       2.284020628996e-03      -1.622446085219e-06 
   15       9.113662803833e+02       2.727511243037e-03       6.880152789558e-05       1.036748550308e+00       1.268045333877e-07       2.201584583792e-03      -1.781792115694e-06 
   16       9.216047851392e+02       2.973321927598e-03       7.804429068634e-05       1.099233455759e+00       1.291778944349e-07       2.124399723746e-03      -1.485140471697e-06 
   17       9.329181373851e+02       3.357453384462e-03       8.787921989100e-05       1.161491708383e+00       1.312999289965e-07       2.050965786293e-03      -9.479616676448e-07 
