# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.156083465395e+03       3.965543929302e-02       1.706694848852e-06       3.017178141934e+00       5.143217976723e-08       3.476144455236e-03      -1.439088537145e-05 
    3       1.082043787258e+03       5.009645302354e-02       3.414185084127e-06       3.403789190627e+00       6.337323500186e-08       3.466775621549e-03      -1.528270705244e-05 
    4       1.015264147754e+03       4.259437248814e-02       5.692058894305e-06       3.177019682114e+00       7.337337866859e-08       3.376371496342e-03      -1.275166127561e-05 
    5       9.655882602482e+02       2.788275915357e-02       8.541329704689e-06       2.691572432114e+00       8.207715619947e-08       3.256852931213e-03      -8.501121231224e-06 
    6       9.312359147838e+02       1.531033140653e-02       1.196322496913e-05       2.149849681563e+00       8.971310144305e-08       3.127839804284e-03      -3.941056035807e-06 
    7       9.084642418387e+02       8.194877290734e-03       1.595916178163e-05       1.669080522228e+00       9.646597074012e-08       2.998884738738e-03      -1.375487554836e-07 
    8       8.945081253607e+02       5.303158110820e-03       2.053071935369e-05       1.300422032383e+00       1.024798284242e-07       2.875234249384e-03       2.297857285863e-06 
    9       8.870609328666e+02       4.252678819510e-03       2.567960920166e-05       1.054412316663e+00       1.078515598006e-07       2.759550187676e-03       3.216621213170e-06 
   10       8.841981683507e+02       3.586166902037e-03       3.140764394678e-05       9.184092502135e-01       1.126427452907e-07       2.652158445899e-03       2.856581896926e-06 
   11       8.851784060455e+02       2.985105205057e-03       3.771670565547e-05       8.680032437759e-01       1.141741423143e-07       2.564033227380e-03       1.710937264013e-06 
   12       8.888729639437e+02       2.595929490122e-03       4.460871464072e-05       8.756315627858e-01       1.178769323240e-07       2.463184514134e-03       2.993242078160e-07 
   13       8.947480242909e+02       2.486677620834e-03       5.208559960532e-05       9.170625778905e-01       1.211885851511e-07       2.375210865858e-03      -8.993368632018e-07 
   14       9.022589563863e+02       2.563767470469e-03       6.014926993708e-05       9.744007797533e-01       1.241523751083e-07       2.284021699838e-03      -1.622446988012e-06 
   15       9.113667782742e+02       2.727512778918e-03       6.880159086836e-05       1.036749124516e+00       1.268045949485e-07       2.201585572185e-03      -1.781793100784e-06 
   16       9.216052808381e+02       2.973323602960e-03       7.804436208966e-05       1.099234064972e+00       1.291779570684e-07       2.124400597610e-03      -1.485141289406e-06 
   17       9.329186589075e+02       3.357455276167e-03       8.787930026626e-05       1.161492351589e+00       1.312999925169e-07       2.050966687652e-03      -9.479621925692e-07 
