# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.156074440064e+03       3.965512938405e-02       1.706665664346e-06       3.017154564130e+00       5.143178289946e-08       3.476117527249e-03      -1.439077291179e-05 
    3       1.082035341903e+03       5.009606150604e-02       3.414126703285e-06       3.403762591631e+00       6.337274625138e-08       3.466748838089e-03      -1.528258762368e-05 
    4       1.015256223077e+03       4.259403957562e-02       5.691961566862e-06       3.176994855271e+00       7.337281757678e-08       3.376345570861e-03      -1.275156162588e-05 
    5       9.655807292108e+02       2.788254118064e-02       8.541183665299e-06       2.691551398938e+00       8.207653315009e-08       3.256828095638e-03      -8.501054797336e-06 
    6       9.312286580371e+02       1.531021165091e-02       1.196302043417e-05       2.149832881602e+00       8.971242212699e-08       3.127816107328e-03      -3.941025237924e-06 
    7       9.084571588116e+02       8.194813102794e-03       1.595888894637e-05       1.669067479064e+00       9.646524092207e-08       2.998862049748e-03      -1.375476821901e-07 
    8       8.945011438768e+02       5.303116478229e-03       2.053036838985e-05       1.300411870358e+00       1.024790549428e-07       2.875212556224e-03       2.297839328849e-06 
    9       8.870540182745e+02       4.252645348288e-03       2.567917025544e-05       1.054404077710e+00       1.078507477350e-07       2.759529588990e-03       3.216596079555e-06 
   10       8.841912851402e+02       3.586138586282e-03       3.140710713732e-05       9.184020737588e-01       1.126419008936e-07       2.652138877826e-03       2.856559575001e-06 
   11       8.851715182023e+02       2.985081527968e-03       3.771606107379e-05       8.679964599614e-01       1.141732781428e-07       2.564014124215e-03       1.710923888166e-06 
   12       8.888660319803e+02       2.595908790534e-03       4.460795234915e-05       8.756247194742e-01       1.178760410935e-07       2.463166131547e-03       2.993218638979e-07 
   13       8.947410485523e+02       2.486657705854e-03       5.208470963729e-05       9.170554136082e-01       1.211876702823e-07       2.375193216235e-03      -8.993298286009e-07 
   14       9.022519355582e+02       2.563746878506e-03       6.014824229746e-05       9.743931675904e-01       1.241514394246e-07       2.284004927939e-03      -1.622434297594e-06 
   15       9.113596920440e+02       2.727490827379e-03       6.880041553405e-05       1.036741022175e+00       1.268036402633e-07       2.201569554219e-03      -1.781779182461e-06 
   16       9.215981041089e+02       2.973299645144e-03       7.804302901057e-05       1.099225472097e+00       1.291769853760e-07       2.124385153669e-03      -1.485129697519e-06 
   17       9.329113861416e+02       3.357428225741e-03       8.787779936657e-05       1.161483276332e+00       1.312990059643e-07       2.050951838940e-03      -9.479547849187e-07 
   18       9.449178094636e+02       3.921392332272e-03       9.830634520203e-05       1.225437591249e+00       1.331419375810e-07       1.980607456931e-03      -4.193708452452e-07 
   19       9.577018720784e+02       4.663317357572e-03       1.093301867680e-04       1.293163394150e+00       1.348804196885e-07       1.915422881765e-03      -5.308218789360e-08 
   20       9.711074626116e+02       5.562073144997e-03       1.209507221581e-04       1.366357821641e+00       1.363708803715e-07       1.853850113447e-03       3.643236909965e-08 
   21       9.851802666562e+02       6.611167855639e-03       1.331692533176e-04       1.444633824776e+00       1.377040217645e-07       1.795930540150e-03      -1.357695926752e-07 
   22       9.997765695705e+02       7.805938261207e-03       1.459869597360e-04       1.526129096763e+00       1.388539143084e-07       1.739591539984e-03      -4.636508616959e-07 
   23       1.014883989048e+03       9.144823943345e-03       1.594049369288e-04       1.607462795295e+00       1.398932880765e-07       1.685428210148e-03      -8.367101054529e-07 
   24       1.030376614836e+03       1.062600365257e-02       1.734241697052e-04       1.684443255959e+00       1.407723775102e-07       1.633429212760e-03      -1.124570400231e-06 
   25       1.046334110937e+03       1.225045307147e-02       1.880455851426e-04       1.754689162925e+00       1.415476917783e-07       1.584672057069e-03      -1.264399345307e-06 
   26       1.062756391430e+03       1.402233993269e-02       2.032700202811e-04       1.816478967038e+00       1.421969104278e-07       1.539233921625e-03      -1.231172741158e-06 
   27       1.079537618514e+03       1.596006402747e-02       2.190982722841e-04       1.869271438743e+00       1.427479444231e-07       1.496344672029e-03      -1.072234231087e-06 
   28       1.096477537225e+03       1.808630982354e-02       2.355310765556e-04       1.913150248522e+00       1.431633661082e-07       1.454155905177e-03      -8.745782889588e-07 
   29       1.113653319700e+03       2.041323822273e-02       2.525691847333e-04       1.948829380798e+00       1.435188881149e-07       1.413391086818e-03      -6.907411703572e-07 
   30       1.131146991586e+03       2.294959243960e-02       2.702133023724e-04       1.977545155830e+00       1.438357488864e-07       1.374985816104e-03      -5.732160964457e-07 
   31       1.148956772268e+03       2.570327219216e-02       2.884640888529e-04       2.000510978725e+00       1.440312994307e-07       1.339049503559e-03      -5.737070877593e-07 
   32       1.167100990018e+03       2.868007714185e-02       3.073222503516e-04       2.017115668113e+00       1.441518432649e-07       1.305431326215e-03      -6.765043299551e-07 
   33       1.185531442922e+03       3.188433086043e-02       3.267884824189e-04       2.026033161681e+00       1.442266824450e-07       1.273060699023e-03      -8.277972567507e-07 
   34       1.204147778549e+03       3.532016105749e-02       3.468634580898e-04       2.025833156402e+00       1.442182461244e-07       1.240305490375e-03      -9.617814961863e-07 
   35       1.222982571120e+03       3.899517958530e-02       3.675478662335e-04       2.015563902072e+00       1.441594392107e-07       1.207695268531e-03      -1.052979770879e-06 
   36       1.242067537545e+03       4.291804857186e-02       3.888423897956e-04       1.994356609872e+00       1.440573188018e-07       1.176322134698e-03      -1.086983691196e-06 
   37       1.261396672145e+03       4.709694735170e-02       4.107476875067e-04       1.961434063123e+00       1.438715763025e-07       1.147030074424e-03      -1.053473882691e-06 
   38       1.280989477573e+03       5.153762952476e-02       4.332643584491e-04       1.916686191856e+00       1.436418184686e-07       1.120077962894e-03      -9.676466769475e-07 
   39       1.300839283675e+03       5.624467453204e-02       4.563929684169e-04       1.860290883899e+00       1.434049170239e-07       1.095197640123e-03      -8.599285725720e-07 
   40       1.320889982655e+03       6.122194926744e-02       4.801340609950e-04       1.792570896954e+00       1.431471962780e-07       1.071561493292e-03      -7.724732430078e-07 
   41       1.341068302200e+03       6.647329369673e-02       5.044881252004e-04       1.713855337227e+00       1.428201815165e-07       1.048097377367e-03      -7.478611865838e-07 
   42       1.361405163769e+03       7.200495575482e-02       5.294554827751e-04       1.623989263918e+00       1.424471482251e-07       1.024876705571e-03      -7.845162497417e-07 
   43       1.381945496073e+03       7.782387234445e-02       5.550363662764e-04       1.522678866558e+00       1.420543107489e-07       1.002224150109e-03      -8.624580683103e-07 
   44       1.402712071034e+03       8.393701112183e-02       5.812309484430e-04       1.409623260950e+00       1.416341655160e-07       9.803307937094e-04      -9.533851944046e-07 
   45       1.423711267162e+03       9.035063246321e-02       6.080393026530e-04       1.284510273379e+00       1.411581188211e-07       9.592771553169e-04      -1.027592423831e-06 
   46       1.444958062151e+03       9.706780169948e-02       6.354612727972e-04       1.147005986496e+00       1.406511035784e-07       9.391882974282e-04      -1.081103281893e-06 
   47       1.466454435236e+03       1.040901407548e-01       6.634965626286e-04       9.967593999730e-01       1.401421941569e-07       9.200964888638e-04      -1.118732277114e-06 
   48       1.488179979080e+03       1.114184687987e-01       6.921447675954e-04       8.334031301480e-01       1.396395598925e-07       9.018698001330e-04      -1.147345459099e-06 
   49       1.510089973037e+03       1.190527639619e-01       7.214053715251e-04       6.565516890593e-01       1.391241245845e-07       8.841854097248e-04      -1.176105714332e-06 
   50       1.532136211172e+03       1.269927785785e-01       7.512777406588e-04       4.658454325820e-01       1.385619635922e-07       8.666548354182e-04      -1.214403377098e-06 
   51       1.554340621293e+03       1.352401706084e-01       7.817611115378e-04       2.611004608876e-01       1.379675284815e-07       8.493286594373e-04      -1.264019459519e-06 
   52       1.576738298490e+03       1.437968845888e-01       8.128545940969e-04       4.219643197173e-02       1.373616019295e-07       8.323459516833e-04      -1.324255940378e-06 
   53       1.599355661306e+03       1.526645413226e-01       8.445571706690e-04      -1.909651332124e-01       1.367513994190e-07       8.157889278100e-04      -1.393942547294e-06 
   54       1.622209595810e+03       1.618444303485e-01       8.768676925441e-04      -4.384604225872e-01       1.361268475957e-07       7.996728891393e-04      -1.471381365969e-06 
   55       1.645309816373e+03       1.713373655775e-01       9.097849541712e-04      -7.003481756409e-01       1.354692371391e-07       7.839781018753e-04      -1.554449770316e-06 
   56       1.668668595595e+03       1.811432274566e-01       9.433079452326e-04      -9.766866011729e-01       1.347925301234e-07       7.687847223459e-04      -1.641092983484e-06 
   57       1.692291952282e+03       1.912612938794e-01       9.774356551635e-04      -1.267519912312e+00       1.341148553289e-07       7.541689604582e-04      -1.728912409399e-06 
   58       1.716175931832e+03       2.016903544734e-01       1.012167000591e-03      -1.572873205918e+00       1.334454172611e-07       7.401582073686e-04      -1.814976730350e-06 
   59       1.740305875634e+03       2.124286977393e-01       1.047500824916e-03      -1.892752239772e+00       1.327822076908e-07       7.267238574913e-04      -1.895775256819e-06 
   60       1.764655690477e+03       2.234740981891e-01       1.083435897902e-03      -2.227143209770e+00       1.321095083397e-07       7.137738223276e-04      -1.967169676911e-06 
   61       1.789198928954e+03       2.348235726602e-01       1.119971056079e-03      -2.576011554595e+00       1.314062495361e-07       7.011947311392e-04      -2.025267090031e-06 
   62       1.813946589876e+03       2.464726144312e-01       1.157105661746e-03      -2.939298560270e+00       1.306821932010e-07       6.890136440195e-04      -2.069503271749e-06 
   63       1.838916544722e+03       2.584157635905e-01       1.194839246728e-03      -3.316923594613e+00       1.299528599322e-07       6.772765359589e-04      -2.100501752656e-06 
   64       1.864122126544e+03       2.706468029067e-01       1.233171384617e-03      -3.708784763864e+00       1.292286705228e-07       6.659992177433e-04      -2.119274135597e-06 
   65       1.889571774129e+03       2.831587376438e-01       1.272101694824e-03      -4.114758659013e+00       1.285136854226e-07       6.551633774947e-04      -2.127257407193e-06 
   66       1.915268676149e+03       2.959437753760e-01       1.311629846634e-03      -4.534700102141e+00       1.278042382862e-07       6.447124687983e-04      -2.126352505878e-06 
   67       1.941210415322e+03       3.089933058026e-01       1.351755563256e-03      -4.968441892748e+00       1.270874602350e-07       6.345474454183e-04      -2.118964146472e-06 
   68       1.967393086946e+03       3.222985962971e-01       1.392478689207e-03      -5.415799474828e+00       1.263476618714e-07       6.245624088214e-04      -2.107550079436e-06 
   69       1.993825418967e+03       3.358530873319e-01       1.433799399256e-03      -5.876586603237e+00       1.255923460204e-07       6.147744792206e-04      -2.093013108626e-06 
   70       2.020516886905e+03       3.496505280429e-01       1.475718039292e-03      -6.350602410632e+00       1.248336996859e-07       6.052252028500e-04      -2.075896926445e-06 
   71       2.047473255544e+03       3.636842998021e-01       1.518235072313e-03      -6.837626642079e+00       1.240808636420e-07       5.959421789471e-04      -2.056842111933e-06 
   72       2.074696337522e+03       3.779474143380e-01       1.561351084093e-03      -7.337419527239e+00       1.233392294019e-07       5.869372811410e-04      -2.036592297671e-06 
   73       2.102183751928e+03       3.924325118557e-01       1.605066788864e-03      -7.849721652552e+00       1.226096825276e-07       5.782048151859e-04      -2.016000491415e-06 
   74       2.129928682889e+03       4.071318591570e-01       1.649383034979e-03      -8.374253833419e+00       1.218877907328e-07       5.697196130414e-04      -1.996035552451e-06 
   75       2.157919638161e+03       4.220373477607e-01       1.694300810590e-03      -8.910716986389e+00       1.211629352317e-07       5.614350632986e-04      -1.977788822676e-06 
   76       2.186145475744e+03       4.371402205645e-01       1.739821169927e-03      -9.458803657356e+00       1.204230104734e-07       5.533015895399e-04      -1.962288890411e-06 
   77       2.214612075586e+03       4.524301984407e-01       1.785944984090e-03      -1.001823531568e+01       1.196727177019e-07       5.453326079926e-04      -1.949871429196e-06 
   78       2.243328283579e+03       4.678961902161e-01       1.832673154906e-03      -1.058873166021e+01       1.189201569778e-07       5.375528170862e-04      -1.940650161206e-06 
   79       2.272300782014e+03       4.835265426746e-01       1.880006694271e-03      -1.116999967599e+01       1.181713841262e-07       5.299783236369e-04      -1.934689336593e-06 
   80       2.301533956204e+03       4.993090331109e-01       1.927946728191e-03      -1.176173374548e+01       1.174300015037e-07       5.226156828309e-04      -1.931998707572e-06 
   81       2.331029761092e+03       5.152308618844e-01       1.976494500829e-03      -1.236361575971e+01       1.166967209399e-07       5.154609075415e-04      -1.932528348398e-06 
   82       2.360787587878e+03       5.312786449725e-01       2.025651378548e-03      -1.297531522954e+01       1.159688981342e-07       5.084984469836e-04      -1.936163321240e-06 
   83       2.390804130626e+03       5.474384065249e-01       2.075418853957e-03      -1.359648939680e+01       1.152400377883e-07       5.017001347022e-04      -1.942718187930e-06 
   84       2.421075577654e+03       5.636960098832e-01       2.125798524105e-03      -1.422677788334e+01       1.145029118013e-07       4.950364063982e-04      -1.951941329102e-06 
   85       2.451604895270e+03       5.800385490521e-01       2.176792012059e-03      -1.486578537517e+01       1.137613371963e-07       4.885156233568e-04      -1.963541895163e-06 
   86       2.482395512586e+03       5.964531753250e-01       2.228401039677e-03      -1.551309625822e+01       1.130212868860e-07       4.821524960505e-04      -1.977159210266e-06 
   87       2.513449011187e+03       6.129266792510e-01       2.280627455864e-03      -1.616827984446e+01       1.122873453692e-07       4.759560967820e-04      -1.992347911039e-06 
   88       2.544765030821e+03       6.294454905583e-01       2.333473240181e-03      -1.683089039126e+01       1.115624596545e-07       4.699293039129e-04      -2.008572213842e-06 
   89       2.576341175085e+03       6.459956780764e-01       2.386940506449e-03      -1.750046712081e+01       1.108476748737e-07       4.640682301097e-04      -2.025200039802e-06 
   90       2.608172917116e+03       6.625629496596e-01       2.441031506369e-03      -1.817653423952e+01       1.101418542236e-07       4.583616346021e-04      -2.041496997620e-06 
   91       2.640253505274e+03       6.791326521094e-01       2.495748633123e-03      -1.885860095740e+01       1.094413828787e-07       4.527903194586e-04      -2.056620224164e-06 
   92       2.672573868837e+03       6.956897710979e-01       2.551094424990e-03      -1.954616150749e+01       1.087398555161e-07       4.473265098752e-04      -2.069612082836e-06 
   93       2.705125301140e+03       7.122191881182e-01       2.607071658675e-03      -2.023870469391e+01       1.080307129859e-07       4.419433185402e-04      -2.079616851993e-06 
   94       2.737908175475e+03       7.287064957122e-01       2.663683637527e-03      -2.093574413663e+01       1.073168251563e-07       4.366470145644e-04      -2.086601426710e-06 
   95       2.770924371791e+03       7.451373052811e-01       2.720933953544e-03      -2.163679263258e+01       1.066031468525e-07       4.314508305594e-04      -2.090784682111e-06 
   96       2.804174560607e+03       7.614970043874e-01       2.778826406295e-03      -2.234135318043e+01       1.058938709450e-07       4.263652381404e-04      -2.092430870905e-06 
   97       2.837658146823e+03       7.777707602053e-01       2.837365007755e-03      -2.304891913081e+01       1.051922941325e-07       4.213976820156e-04      -2.091852192580e-06 
   98       2.871373213538e+03       7.939435229722e-01       2.896553987154e-03      -2.375897433647e+01       1.045006751090e-07       4.165523069874e-04      -2.089411416931e-06 
   99       2.905316465860e+03       8.100000294398e-01       2.956397795813e-03      -2.447099330253e+01       1.038200849534e-07       4.118296778659e-04      -2.085524561920e-06 
  100       2.939483174724e+03       8.259248063247e-01       3.016901111989e-03      -2.518444133663e+01       1.031502495767e-07       4.072264922936e-04      -2.080663625862e-06 
  101       2.973867120702e+03       8.417021737599e-01       3.078068845715e-03      -2.589877469916e+01       1.024893840649e-07       4.027352864825e-04      -2.075359373947e-06 
  102       3.008460537818e+03       8.573162487460e-01       3.139906143643e-03      -2.661344075343e+01       1.018340187543e-07       3.983441338630e-04      -2.070204179088e-06 
  103       3.043254057365e+03       8.727509486016e-01       3.202418393885e-03      -2.732787811588e+01       1.011788168748e-07       3.940363366441e-04      -2.065854917104e-06 
  104       3.078238626628e+03       8.879903805658e-01       3.265611049452e-03      -2.804152079016e+01       1.005185503997e-07       3.897960022610e-04      -2.062894970100e-06 
  105       3.113411681272e+03       9.030200631099e-01       3.329489060984e-03      -2.875381088177e+01       9.985507385589e-08       3.856267628857e-04      -2.061381709998e-06 
  106       3.148771705891e+03       9.178258768085e-01       3.394057376061e-03      -2.946418788899e+01       9.919185878051e-08       3.815362488999e-04      -2.061213090784e-06 
  107       3.184316299480e+03       9.323937005234e-01       3.459321116572e-03      -3.017208506400e+01       9.853191878414e-08       3.775303899585e-04      -2.062259032697e-06 
  108       3.220042140958e+03       9.467094190975e-01       3.525285581571e-03      -3.087692960689e+01       9.787773658457e-08       3.736132727875e-04      -2.064359764573e-06 
  109       3.255944954679e+03       9.607589310499e-01       3.591956250117e-03      -3.157814285960e+01       9.723118732163e-08       3.697869956119e-04      -2.067324131594e-06 
  110       3.292019475947e+03       9.745281562698e-01       3.659338784128e-03      -3.227514049991e+01       9.659345808144e-08       3.660515192127e-04      -2.070927868427e-06 
  111       3.328259416537e+03       9.880030437114e-01       3.727439031227e-03      -3.296733273543e+01       9.596496355840e-08       3.624045146131e-04      -2.074911837780e-06 
  112       3.364657430211e+03       1.001169579088e+00       3.796263027590e-03      -3.365412449756e+01       9.534525778336e-08       3.588412073948e-04      -2.078980234337e-06 
  113       3.401205078229e+03       1.014013792568e+00       3.865817000796e-03      -3.433491563546e+01       9.473294184647e-08       3.553542186430e-04      -2.082798754112e-06 
  114       3.437892794870e+03       1.026521766465e+00       3.936107372673e-03      -3.500910111004e+01       9.412556754285e-08       3.519334025213e-04      -2.085992729190e-06 
  115       3.474709852947e+03       1.038679642939e+00       4.007140762148e-03      -3.567607118793e+01       9.351953686988e-08       3.485656804758e-04      -2.088145227878e-06 
  116       3.511645819628e+03       1.050474005254e+00       4.078923788568e-03      -3.633521879532e+01       9.291142130283e-08       3.452389112079e-04      -2.088883964051e-06 
  117       3.548695198431e+03       1.061893057714e+00       4.151462448450e-03      -3.698596217905e+01       9.230252098977e-08       3.419546748303e-04      -2.088164319993e-06 
  118       3.585853289481e+03       1.072925604303e+00       4.224762667953e-03      -3.762772537777e+01       9.169520733292e-08       3.387174969013e-04      -2.086034186757e-06 
  119       3.623114728626e+03       1.083560698832e+00       4.298830496692e-03      -3.825993156308e+01       9.109155463706e-08       3.355309434648e-04      -2.082549976813e-06 
  120       3.660473466132e+03       1.093787655931e+00       4.373672108829e-03      -3.888200329682e+01       9.049329860192e-08       3.323975492195e-04      -2.077776988727e-06 
  121       3.697922745377e+03       1.103596062056e+00       4.449293804151e-03      -3.949336278831e+01       8.990179292480e-08       3.293187441580e-04      -2.071789777706e-06 
  122       3.735455081543e+03       1.112975786477e+00       4.525702009158e-03      -4.009343215171e+01       8.931796398088e-08       3.262947786738e-04      -2.064672531991e-06 
  123       3.773062240310e+03       1.121916992280e+00       4.602903278145e-03      -4.068163366321e+01       8.874226354862e-08       3.233246471379e-04      -2.056519455112e-06 
  124       3.810735216546e+03       1.130410147366e+00       4.680904294287e-03      -4.125739001841e+01       8.817461954743e-08       3.204060099432e-04      -2.047435153999e-06 
  125       3.848464213006e+03       1.138446035443e+00       4.759711870723e-03      -4.182012458949e+01       8.761438475521e-08       3.175351140182e-04      -2.037535032951e-06 
  126       3.886238619018e+03       1.146015767031e+00       4.839332951639e-03      -4.236926168260e+01       8.706028347300e-08       3.147067118097e-04      -2.026945693461e-06 
  127       3.924046989182e+03       1.153110790450e+00       4.919774613356e-03      -4.290422679506e+01       8.651035610412e-08       3.119139787334e-04      -2.015805339900e-06 
  128       3.961877022062e+03       1.159722902829e+00       5.001044065409e-03      -4.342444687268e+01       8.596190161520e-08       3.091484290938e-04      -2.004264191055e-06 
  129       3.999716791889e+03       1.165844574422e+00       5.083148449200e-03      -4.392935617526e+01       8.541242581945e-08       3.064025164594e-04      -1.992459159075e-06 
  130       4.037558641707e+03       1.171469938469e+00       5.166094206669e-03      -4.441841405408e+01       8.486285540072e-08       3.036781061283e-04      -1.980432250321e-06 
  131       4.075395679034e+03       1.176593931214e+00       5.249887644094e-03      -4.489108961991e+01       8.431491064355e-08       3.009792325316e-04      -1.968199546905e-06 
  132       4.113220548914e+03       1.181212001422e+00       5.334535127950e-03      -4.534685660410e+01       8.377013658864e-08       2.983095041294e-04      -1.955775644838e-06 
  133       4.151025421576e+03       1.185320123616e+00       5.420043084551e-03      -4.578519365594e+01       8.322988040084e-08       2.956720711156e-04      -1.943173525262e-06 
