# Matter power spectrum P(k) at redshift z=0
# for k=1.00899e-05 to 311.717 h/Mpc,
# number of wavenumbers equal to 732
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.008985870728e-05       5.859232406702e+01 
       2.255719778763e-05       1.268410971704e+02 
       3.506555438942e-05       1.937238605304e+02 
       4.764645186636e-05       2.600126806247e+02 
       6.033190178577e-05       3.261324188084e+02 
       7.315467139448e-05       3.923925738385e+02 
       8.614855911287e-05       4.590519403804e+02 
       9.934868150699e-05       5.263446523565e+02 
       1.127917752162e-04       5.944934098391e+02 
       1.265165173439e-04       6.637172459751e+02 
       1.405638678349e-04       7.342367609393e+02 
       1.549774373317e-04       8.062780356035e+02 
       1.698038839022e-04       8.800759311633e+02 
       1.850933417935e-04       9.558768075369e+02 
       2.008998849484e-04       1.033941403592e+03 
       2.172820273174e-04       1.114547287999e+03 
       2.343032609108e-04       1.197991459478e+03 
       2.520326309069e-04       1.284592964802e+03 
       2.705453447934e-04       1.374695416346e+03 
       2.899234092336e-04       1.468669576414e+03 
       3.102562838690e-04       1.566915763819e+03 
       3.316415352992e-04       1.669866225433e+03 
       3.541854667209e-04       1.777987050123e+03 
       3.780036889183e-04       1.891779801998e+03 
       4.032215863409e-04       2.011781960629e+03 
       4.299746180079e-04       2.138567386754e+03 
       4.584083774905e-04       2.272743816277e+03 
       4.886783204611e-04       2.414950616830e+03 
       5.209490543965e-04       2.565852023292e+03 
       5.553930762832e-04       2.726129733695e+03 
       5.921888451566e-04       2.896471047768e+03 
       6.315180925584e-04       3.077553847882e+03 
       6.735623113410e-04       3.270028457160e+03 
       7.184984261710e-04       3.474495306524e+03 
       7.664937385462e-04       3.691480950413e+03 
       8.177003499079e-04       3.921411942442e+03 
       8.722493850187e-04       4.164588863259e+03 
       9.302454423433e-04       4.421163300954e+03 
       9.917617617239e-04       4.691119074766e+03 
       1.056836596931e-03       4.974260528253e+03 
       1.125471197341e-03       5.270209323671e+03 
       1.197629643439e-03       5.578410973010e+03 
       1.273240570655e-03       5.898184256144e+03 
       1.352200596440e-03       6.228679774266e+03 
       1.434379081275e-03       6.568917555587e+03 
       1.519623739800e-03       6.917862573244e+03 
       1.607766587951e-03       7.274433700835e+03 
       1.698629758411e-03       7.637535621774e+03 
