# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
    2       1.156070650641e+03       3.965342271801e-02       0.000000000000e+00       3.017154597014e+00       5.143178289946e-08       3.476117527249e-03      -1.439077291179e-05 
    3       1.082027780680e+03       5.009264737562e-02       0.000000000000e+00       3.403762738191e+00       6.337274625138e-08       3.466748838089e-03      -1.528258762368e-05 
    4       1.015243659742e+03       4.258834759579e-02       0.000000000000e+00       3.176995276427e+00       7.337281757678e-08       3.376345570861e-03      -1.275156162588e-05 
    5       9.655619556737e+02       2.787399993442e-02       0.000000000000e+00       2.691552358471e+00       8.207653315009e-08       3.256828095638e-03      -8.501054797336e-06 
    6       9.312024929316e+02       1.529824845991e-02       0.000000000000e+00       2.149834768582e+00       8.971242212699e-08       3.127816107328e-03      -3.941025237924e-06 
    7       9.084224513372e+02       8.178853817106e-03       0.000000000000e+00       1.669070828287e+00       9.646524092207e-08       2.998862049748e-03      -1.375476821901e-07 
    8       8.944567769139e+02       5.282585289897e-03       0.000000000000e+00       1.300417380513e+00       1.024790549428e-07       2.875212556224e-03       2.297839328849e-06 
    9       8.869989107151e+02       4.226964632585e-03       0.000000000000e+00       1.054412627086e+00       1.078507477350e-07       2.759529588990e-03       3.216596079555e-06 
   10       8.841243934079e+02       3.554728774932e-03       0.000000000000e+00       9.184147333820e-01       1.126419008936e-07       2.652138877826e-03       2.856559575001e-06 
   11       8.850918369627e+02       2.947361018348e-03       0.000000000000e+00       8.680145041016e-01       1.141732781428e-07       2.564014124215e-03       1.710923888166e-06 
   12       8.887725940688e+02       2.551293894582e-03       0.000000000000e+00       8.756496335564e-01       1.178760410935e-07       2.463166131547e-03       2.993218638979e-07 
   13       8.946329241713e+02       2.434562641966e-03       0.000000000000e+00       9.170888996096e-01       1.211876702823e-07       2.375193216235e-03      -8.993298286009e-07 
   14       9.021282308201e+02       2.503583809120e-03       0.000000000000e+00       9.744371470624e-01       1.241514394246e-07       2.284004927939e-03      -1.622434297594e-06 
