# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 1430.41 h/Mpc,
# number of wavenumbers equal to 1499
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_dmeff/k2            4:-T_idm_dr/k2           5:-T_b/k2                6:-T_g/k2                7:-T_ur/k2               8:-T_idr/k2              9:-T_ncdm/k2            10:-T_tot/k2          
       2.712478373291e-01       8.927301606423e+03       0.000000000000e+00       0.000000000000e+00       6.334773061307e+03       7.128474513050e-01       7.116754953996e-01       0.000000000000e+00       0.000000000000e+00       8.254895962592e+03 
       2.802259965524e-01       8.484382005447e+03       0.000000000000e+00       0.000000000000e+00       5.914230366228e+03       6.328328849298e-01       6.317941744921e-01       0.000000000000e+00       0.000000000000e+00       7.828381381781e+03 
       2.894642472391e-01       8.086341054215e+03       0.000000000000e+00       0.000000000000e+00       5.631239473405e+03       5.652345575843e-01       5.643065951823e-01       0.000000000000e+00       0.000000000000e+00       7.460233275404e+03 
       2.989590915131e-01       7.729813691607e+03       0.000000000000e+00       0.000000000000e+00       5.461037514599e+03       5.078617234155e-01       5.070265712291e-01       0.000000000000e+00       0.000000000000e+00       7.143769532914e+03 
       3.087046759009e-01       7.396598209739e+03       0.000000000000e+00       0.000000000000e+00       5.310900139101e+03       4.570741072793e-01       4.563212725961e-01       0.000000000000e+00       0.000000000000e+00       6.849424061601e+03 
       3.186926384935e-01       7.066482941669e+03       0.000000000000e+00       0.000000000000e+00       5.098824912148e+03       4.100606816979e-01       4.093850940997e-01       0.000000000000e+00       0.000000000000e+00       6.547710748522e+03 
       3.289120305582e-01       6.735441433709e+03       0.000000000000e+00       0.000000000000e+00       4.819590808319e+03       3.663716462533e-01       3.657686625978e-01       0.000000000000e+00       0.000000000000e+00       6.234529199564e+03 
       3.393493294680e-01       6.415263464290e+03       0.000000000000e+00       0.000000000000e+00       4.534887318025e+03       3.271161984351e-01       3.265784843413e-01       0.000000000000e+00       0.000000000000e+00       5.929290180481e+03 
       3.499885552040e-01       6.119310439497e+03       0.000000000000e+00       0.000000000000e+00       4.306531964247e+03       2.931339988937e-01       2.926522868540e-01       0.000000000000e+00       0.000000000000e+00       5.652700169479e+03 
       3.608114957073e-01       5.851418834015e+03       0.000000000000e+00       0.000000000000e+00       4.142673388761e+03       2.640288712139e-01       2.635946685534e-01       0.000000000000e+00       0.000000000000e+00       5.409172546975e+03 
       3.717980375847e-01       5.601842240751e+03       0.000000000000e+00       0.000000000000e+00       3.999864403159e+03       2.384098039360e-01       2.380174005377e-01       0.000000000000e+00       0.000000000000e+00       5.183865600835e+03 
       3.829265891635e-01       5.361603480830e+03       0.000000000000e+00       0.000000000000e+00       3.837897000285e+03       2.152031077974e-01       2.148488512833e-01       0.000000000000e+00       0.000000000000e+00       4.963078700624e+03 
       3.941745740080e-01       5.128553904836e+03       0.000000000000e+00       0.000000000000e+00       3.654847025021e+03       1.941104558575e-01       1.937910905070e-01       0.000000000000e+00       0.000000000000e+00       4.744761283240e+03 
       4.055189661642e-01       4.907667991364e+03       0.000000000000e+00       0.000000000000e+00       3.478731269952e+03       1.753378680570e-01       1.750495383366e-01       0.000000000000e+00       0.000000000000e+00       4.537420593866e+03 
       4.169368347227e-01       4.702898028741e+03       0.000000000000e+00       0.000000000000e+00       3.330918270433e+03       1.589286132004e-01       1.586672689156e-01       0.000000000000e+00       0.000000000000e+00       4.347673539427e+03 
       4.284058653468e-01       4.514015765859e+03       0.000000000000e+00       0.000000000000e+00       3.208087858159e+03       1.445781115852e-01       1.443402746119e-01       0.000000000000e+00       0.000000000000e+00       4.174805088755e+03 
       4.399048300807e-01       4.337422636173e+03       0.000000000000e+00       0.000000000000e+00       3.092475612149e+03       1.318281812819e-01       1.316112536573e-01       0.000000000000e+00       0.000000000000e+00       4.013060467846e+03 
       4.514139832616e-01       4.169390384289e+03       0.000000000000e+00       0.000000000000e+00       2.972410098262e+03       1.203377443081e-01       1.201397358381e-01       0.000000000000e+00       0.000000000000e+00       3.857551946474e+03 
       4.629153695165e-01       4.009524637703e+03       0.000000000000e+00       0.000000000000e+00       2.851638266528e+03       1.099976834109e-01       1.098167359772e-01       0.000000000000e+00       0.000000000000e+00       3.708557421603e+03 
       4.743930383214e-01       3.859208584939e+03       0.000000000000e+00       0.000000000000e+00       2.740059067101e+03       1.007839379450e-01       1.006181729174e-01       0.000000000000e+00       0.000000000000e+00       3.568778878911e+03 
       4.858331672738e-01       3.719714226946e+03       0.000000000000e+00       0.000000000000e+00       2.642371727418e+03       9.262976581465e-02       9.247739997056e-02       0.000000000000e+00       0.000000000000e+00       3.439998345198e+03 
       4.972241022867e-01       3.589463569057e+03       0.000000000000e+00       0.000000000000e+00       2.553924874294e+03       8.536224968174e-02       8.522181446213e-02       0.000000000000e+00       0.000000000000e+00       3.320193125780e+03 
       5.085563269767e-01       3.466739535833e+03       0.000000000000e+00       0.000000000000e+00       2.468740826043e+03       7.882213669041e-02       7.869245175337e-02       0.000000000000e+00       0.000000000000e+00       3.207016027026e+03 
       5.198223755895e-01       3.350212889222e+03       0.000000000000e+00       0.000000000000e+00       2.384632847067e+03       7.290046335393e-02       7.278052944030e-02       0.000000000000e+00       0.000000000000e+00       3.099039497978e+03 
       5.310167041802e-01       3.240222320331e+03       0.000000000000e+00       0.000000000000e+00       2.304200857294e+03       6.755464293705e-02       6.744351452513e-02       0.000000000000e+00       0.000000000000e+00       2.996953243596e+03 
       5.421355338485e-01       3.136655749485e+03       0.000000000000e+00       0.000000000000e+00       2.229659149234e+03       6.273648206800e-02       6.263328278555e-02       0.000000000000e+00       0.000000000000e+00       2.901019657105e+03 
       5.531766781033e-01       3.039330921316e+03       0.000000000000e+00       0.000000000000e+00       2.161242296683e+03       5.839143894976e-02       5.829538275290e-02       0.000000000000e+00       0.000000000000e+00       2.811128278289e+03 
       5.641393642847e-01       2.947489835337e+03       0.000000000000e+00       0.000000000000e+00       2.097141904944e+03       5.445327157606e-02       5.436368864255e-02       0.000000000000e+00       0.000000000000e+00       2.726375458436e+03 
       5.750240567473e-01       2.860468431490e+03       0.000000000000e+00       0.000000000000e+00       2.035722630075e+03       5.086607564487e-02       5.078239266148e-02       0.000000000000e+00       0.000000000000e+00       2.645961390876e+03 
       5.858322874108e-01       2.777824789948e+03       0.000000000000e+00       0.000000000000e+00       1.976534964086e+03       4.758898981787e-02       4.751070013299e-02       0.000000000000e+00       0.000000000000e+00       2.569455751351e+03 
       5.965664974545e-01       2.699238206070e+03       0.000000000000e+00       0.000000000000e+00       1.919977111799e+03       4.459100980994e-02       4.451765479297e-02       0.000000000000e+00       0.000000000000e+00       2.496661847399e+03 
       6.072298924227e-01       2.624735690304e+03       0.000000000000e+00       0.000000000000e+00       1.866746807877e+03       4.184990945268e-02       4.178106434562e-02       0.000000000000e+00       0.000000000000e+00       2.427712935452e+03 
       6.178263118222e-01       2.553915939756e+03       0.000000000000e+00       0.000000000000e+00       1.816597096313e+03       3.933688943185e-02       3.927217742812e-02       0.000000000000e+00       0.000000000000e+00       2.362243971823e+03 
       6.283601134168e-01       2.486587610912e+03       0.000000000000e+00       0.000000000000e+00       1.769092378443e+03       3.702798346273e-02       3.696706839238e-02       0.000000000000e+00       0.000000000000e+00       2.300030181270e+03 
       6.388360717943e-01       2.422283987602e+03       0.000000000000e+00       0.000000000000e+00       1.723525134464e+03       3.489782899073e-02       3.484041782185e-02       0.000000000000e+00       0.000000000000e+00       2.240579947394e+03 
       6.492592903784e-01       2.360828360154e+03       0.000000000000e+00       0.000000000000e+00       1.679725224752e+03       3.292890612795e-02       3.287473446808e-02       0.000000000000e+00       0.000000000000e+00       2.183722729779e+03 
       6.596351258051e-01       2.302043312852e+03       0.000000000000e+00       0.000000000000e+00       1.637727430459e+03       3.110624059262e-02       3.105506800728e-02       0.000000000000e+00       0.000000000000e+00       2.129320114972e+03 
       6.699691234666e-01       2.245725939167e+03       0.000000000000e+00       0.000000000000e+00       1.597556893445e+03       2.941608211872e-02       2.936769032460e-02       0.000000000000e+00       0.000000000000e+00       2.077211466983e+03 
       6.802669629894e-01       2.191831977017e+03       0.000000000000e+00       0.000000000000e+00       1.559269874612e+03       2.784769459269e-02       2.780188269794e-02       0.000000000000e+00       0.000000000000e+00       2.027369846964e+03 
       6.905344124397e-01       2.140068136456e+03       0.000000000000e+00       0.000000000000e+00       1.522553497422e+03       2.638786008946e-02       2.634444946214e-02       0.000000000000e+00       0.000000000000e+00       1.979507339148e+03 
       7.007772901194e-01       2.090368220087e+03       0.000000000000e+00       0.000000000000e+00       1.487285686998e+03       2.502735852965e-02       2.498618582894e-02       0.000000000000e+00       0.000000000000e+00       1.933550747860e+03 
       7.110014329001e-01       2.042502676621e+03       0.000000000000e+00       0.000000000000e+00       1.453237287644e+03       2.375608502855e-02       2.371700374810e-02       0.000000000000e+00       0.000000000000e+00       1.889277237440e+03 
       7.212126701465e-01       1.996390043677e+03       0.000000000000e+00       0.000000000000e+00       1.420385463344e+03       2.256681009867e-02       2.252968545917e-02       0.000000000000e+00       0.000000000000e+00       1.846617061404e+03 
       7.314168023833e-01       1.951953162090e+03       0.000000000000e+00       0.000000000000e+00       1.388740837307e+03       2.145308397548e-02       2.141779159366e-02       0.000000000000e+00       0.000000000000e+00       1.805509304301e+03 
       7.416195839606e-01       1.909024940343e+03       0.000000000000e+00       0.000000000000e+00       1.358195315824e+03       2.040798419400e-02       2.037441113031e-02       0.000000000000e+00       0.000000000000e+00       1.765801131470e+03 
       7.518267090699e-01       1.867604864845e+03       0.000000000000e+00       0.000000000000e+00       1.328765496979e+03       1.942687526235e-02       1.939491610825e-02       0.000000000000e+00       0.000000000000e+00       1.727494774633e+03 
       7.620438005501e-01       1.827504699415e+03       0.000000000000e+00       0.000000000000e+00       1.300266136979e+03       1.850353241023e-02       1.847309219934e-02       0.000000000000e+00       0.000000000000e+00       1.690407930346e+03 
       7.722764010053e-01       1.788704095373e+03       0.000000000000e+00       0.000000000000e+00       1.272677885236e+03       1.763398668657e-02       1.760497694065e-02       0.000000000000e+00       0.000000000000e+00       1.654520998826e+03 
       7.825299658254e-01       1.751107840736e+03       0.000000000000e+00       0.000000000000e+00       1.245927843465e+03       1.681391445294e-02       1.678625382181e-02       0.000000000000e+00       0.000000000000e+00       1.619745088035e+03 
       7.928098577675e-01       1.714624649786e+03       0.000000000000e+00       0.000000000000e+00       1.219957716785e+03       1.603942496944e-02       1.601303850231e-02       0.000000000000e+00       0.000000000000e+00       1.585996822209e+03 
       8.031213428070e-01       1.679251286092e+03       0.000000000000e+00       0.000000000000e+00       1.194794674255e+03       1.530776313435e-02       1.528258030848e-02       0.000000000000e+00       0.000000000000e+00       1.553277910528e+03 
       8.134695870215e-01       1.644861526742e+03       0.000000000000e+00       0.000000000000e+00       1.170332088668e+03       1.461524830206e-02       1.459120474125e-02       0.000000000000e+00       0.000000000000e+00       1.521468915079e+03 
       8.238596543076e-01       1.611462508178e+03       0.000000000000e+00       0.000000000000e+00       1.146587698668e+03       1.395965824958e-02       1.393669316164e-02       0.000000000000e+00       0.000000000000e+00       1.490578457239e+03 
       8.342965047698e-01       1.578960019666e+03       0.000000000000e+00       0.000000000000e+00       1.123471866292e+03       1.333805648546e-02       1.331611399030e-02       0.000000000000e+00       0.000000000000e+00       1.460515786269e+03 
       8.447849936513e-01       1.547324806717e+03       0.000000000000e+00       0.000000000000e+00       1.100967111715e+03       1.274829608961e-02       1.272732381414e-02       0.000000000000e+00       0.000000000000e+00       1.431254374386e+03 
       8.553298707015e-01       1.516522916659e+03       0.000000000000e+00       0.000000000000e+00       1.079054470475e+03       1.218836069464e-02       1.216830956701e-02       0.000000000000e+00       0.000000000000e+00       1.402763644577e+03 
       8.659357798996e-01       1.486483814905e+03       0.000000000000e+00       0.000000000000e+00       1.057679625872e+03       1.165609188098e-02       1.163691640793e-02       0.000000000000e+00       0.000000000000e+00       1.374977694347e+03 
       8.766072594704e-01       1.457222687202e+03       0.000000000000e+00       0.000000000000e+00       1.036869622843e+03       1.115015426347e-02       1.113181108931e-02       0.000000000000e+00       0.000000000000e+00       1.347913161700e+03 
       8.873487421472e-01       1.428645991157e+03       0.000000000000e+00       0.000000000000e+00       1.016540309036e+03       1.066846565495e-02       1.065091491722e-02       0.000000000000e+00       0.000000000000e+00       1.321480713600e+03 
       8.981645556455e-01       1.400779402769e+03       0.000000000000e+00       0.000000000000e+00       9.967227374205e+02       1.020998138980e-02       1.019318488921e-02       0.000000000000e+00       0.000000000000e+00       1.295706139903e+03 
       9.090589233275e-01       1.373545378112e+03       0.000000000000e+00       0.000000000000e+00       9.773477259291e+02       9.772973837774e-03       9.756896266592e-03       0.000000000000e+00       0.000000000000e+00       1.270515478315e+03 
       9.200359650409e-01       1.346952771728e+03       0.000000000000e+00       0.000000000000e+00       9.584305794118e+02       9.356453351500e-03       9.341060996883e-03       0.000000000000e+00       0.000000000000e+00       1.245918356025e+03 
       9.310996981263e-01       1.320950276411e+03       0.000000000000e+00       0.000000000000e+00       9.399323177971e+02       8.959077242163e-03       8.944338611996e-03       0.000000000000e+00       0.000000000000e+00       1.221866919839e+03 
       9.422540385895e-01       1.295521083978e+03       0.000000000000e+00       0.000000000000e+00       9.218411979451e+02       8.579823837220e-03       8.565709121215e-03       0.000000000000e+00       0.000000000000e+00       1.198345656918e+03 
       9.535028024419e-01       1.270664897787e+03       0.000000000000e+00       0.000000000000e+00       9.041614366063e+02       8.217842462457e-03       8.204323234881e-03       0.000000000000e+00       0.000000000000e+00       1.175354999409e+03 
       9.648497072127e-01       1.246323887876e+03       0.000000000000e+00       0.000000000000e+00       8.868435132534e+02       7.871962690624e-03       7.859012477838e-03       0.000000000000e+00       0.000000000000e+00       1.152840119289e+03 
       9.762983736371e-01       1.222519095018e+03       0.000000000000e+00       0.000000000000e+00       8.699115895881e+02       7.541586809841e-03       7.529180090391e-03       0.000000000000e+00       0.000000000000e+00       1.130821945533e+03 
       9.878523275288e-01       1.199189329253e+03       0.000000000000e+00       0.000000000000e+00       8.533113663583e+02       7.225643360967e-03       7.213756410493e-03       0.000000000000e+00       0.000000000000e+00       1.109242161111e+03 
       9.995150018403e-01       1.176360474035e+03       0.000000000000e+00       0.000000000000e+00       8.370732079830e+02       6.923653669633e-03       6.912263514659e-03       0.000000000000e+00       0.000000000000e+00       1.088126614358e+03 
       1.011289738917e+00       1.153979728231e+03       0.000000000000e+00       0.000000000000e+00       8.211481522732e+02       6.634697588242e-03       6.623782804178e-03       0.000000000000e+00       0.000000000000e+00       1.067424646974e+03 
       1.023179792945e+00       1.132068559356e+03       0.000000000000e+00       0.000000000000e+00       8.055627901203e+02       6.358339490468e-03       6.347879335924e-03       0.000000000000e+00       0.000000000000e+00       1.047157921847e+03 
       1.035188332600e+00       1.110576557471e+03       0.000000000000e+00       0.000000000000e+00       7.902702007147e+02       6.093758874316e-03       6.083733989613e-03       0.000000000000e+00       0.000000000000e+00       1.027278046755e+03 
       1.047318443880e+00       1.089527681219e+03       0.000000000000e+00       0.000000000000e+00       7.752977902905e+02       5.840593424266e-03       5.830985016298e-03       0.000000000000e+00       0.000000000000e+00       1.007808836109e+03 
       1.059573133142e+00       1.068874385427e+03       0.000000000000e+00       0.000000000000e+00       7.606018773531e+02       5.598112141229e-03       5.588902646868e-03       0.000000000000e+00       0.000000000000e+00       9.887047391940e+02 
       1.071955330308e+00       1.048640565042e+03       0.000000000000e+00       0.000000000000e+00       7.462090938439e+02       5.366001372888e-03       5.357173718936e-03       0.000000000000e+00       0.000000000000e+00       9.699893951833e+02 
       1.084467892246e+00       1.028781646701e+03       0.000000000000e+00       0.000000000000e+00       7.320784294451e+02       5.143608485474e-03       5.135146696965e-03       0.000000000000e+00       0.000000000000e+00       9.516200910733e+02 
       1.097113606315e+00       1.009320740490e+03       0.000000000000e+00       0.000000000000e+00       7.182353133869e+02       4.930656892758e-03       4.922545426423e-03       0.000000000000e+00       0.000000000000e+00       9.336196372448e+02 
       1.109895194043e+00       9.902164842576e+02       0.000000000000e+00       0.000000000000e+00       7.046415164819e+02       4.726564363923e-03       4.718788656645e-03       0.000000000000e+00       0.000000000000e+00       9.159483702121e+02 
       1.122815314935e+00       9.714899803210e+02       0.000000000000e+00       0.000000000000e+00       6.913206030640e+02       4.531079865001e-03       4.523625745467e-03       0.000000000000e+00       0.000000000000e+00       8.986271735759e+02 
       1.135876570388e+00       9.531065873606e+02       0.000000000000e+00       0.000000000000e+00       6.782397691868e+02       4.343699822679e-03       4.336553967668e-03       0.000000000000e+00       0.000000000000e+00       8.816227031618e+02 
       1.149081507681e+00       9.350817182797e+02       0.000000000000e+00       0.000000000000e+00       6.654174684651e+02       4.164176905172e-03       4.157326380655e-03       0.000000000000e+00       0.000000000000e+00       8.649504103896e+02 
       1.162432624032e+00       9.173840706645e+02       0.000000000000e+00       0.000000000000e+00       6.528249365794e+02       3.992063680664e-03       3.985496303604e-03       0.000000000000e+00       0.000000000000e+00       8.485803050416e+02 
       1.175932370689e+00       9.000259149596e+02       0.000000000000e+00       0.000000000000e+00       6.404758574826e+02       3.827126201868e-03       3.820830162827e-03       0.000000000000e+00       0.000000000000e+00       8.325245274949e+02 
       1.189583157037e+00       8.829886556728e+02       0.000000000000e+00       0.000000000000e+00       6.283539596992e+02       3.669007042953e-03       3.662971127294e-03       0.000000000000e+00       0.000000000000e+00       8.167653920269e+02 
       1.203387354684e+00       8.662675160838e+02       0.000000000000e+00       0.000000000000e+00       6.164566233991e+02       3.517424084424e-03       3.511637539878e-03       0.000000000000e+00       0.000000000000e+00       8.012986045281e+02 
       1.217347301529e+00       8.498645429890e+02       0.000000000000e+00       0.000000000000e+00       6.047869776024e+02       3.372134556773e-03       3.366587027051e-03       0.000000000000e+00       0.000000000000e+00       7.861263251621e+02 
       1.231465305760e+00       8.337514567496e+02       0.000000000000e+00       0.000000000000e+00       5.933210898700e+02       3.232785824399e-03       3.227467541139e-03       0.000000000000e+00       0.000000000000e+00       7.712217875683e+02 
       1.245743649783e+00       8.179518282717e+02       0.000000000000e+00       0.000000000000e+00       5.820810370343e+02       3.099243102554e-03       3.094144508569e-03       0.000000000000e+00       0.000000000000e+00       7.566076411097e+02 
       1.260184594052e+00       8.024313511657e+02       0.000000000000e+00       0.000000000000e+00       5.710368917260e+02       2.971155213414e-03       2.966267340096e-03       0.000000000000e+00       0.000000000000e+00       7.422512724183e+02 
       1.274790380791e+00       7.872055819758e+02       0.000000000000e+00       0.000000000000e+00       5.602041103627e+02       2.848373576030e-03       2.843687690807e-03       0.000000000000e+00       0.000000000000e+00       7.281677712012e+02 
       1.289563237575e+00       7.722601074724e+02       0.000000000000e+00       0.000000000000e+00       5.495705287518e+02       2.730644731538e-03       2.726152522482e-03       0.000000000000e+00       0.000000000000e+00       7.143435008273e+02 
       1.304505380788e+00       7.575860341096e+02       0.000000000000e+00       0.000000000000e+00       5.391287660669e+02       2.617746586849e-03       2.613440109245e-03       0.000000000000e+00       0.000000000000e+00       7.007700668838e+02 
       1.319619018916e+00       7.431911114141e+02       0.000000000000e+00       0.000000000000e+00       5.288878067467e+02       2.509523951052e-03       2.505395509349e-03       0.000000000000e+00       0.000000000000e+00       6.874551913571e+02 
       1.334906355681e+00       7.290556033843e+02       0.000000000000e+00       0.000000000000e+00       5.188293801834e+02       2.405733565904e-03       2.401775872084e-03       0.000000000000e+00       0.000000000000e+00       6.743799440591e+02 
       1.350369593017e+00       7.151844223021e+02       0.000000000000e+00       0.000000000000e+00       5.089597937043e+02       2.306225421428e-03       2.302431429373e-03       0.000000000000e+00       0.000000000000e+00       6.615493175128e+02 
       1.366010933870e+00       7.015725368993e+02       0.000000000000e+00       0.000000000000e+00       4.992754646736e+02       2.210822080651e-03       2.207185036212e-03       0.000000000000e+00       0.000000000000e+00       6.489586574222e+02 
       1.381832584828e+00       6.882059048309e+02       0.000000000000e+00       0.000000000000e+00       4.897637679443e+02       2.119325102370e-03       2.115838582044e-03       0.000000000000e+00       0.000000000000e+00       6.365945545545e+02 
       1.397836758581e+00       6.750915701736e+02       0.000000000000e+00       0.000000000000e+00       4.804329170005e+02       2.031610001927e-03       2.028267781882e-03       0.000000000000e+00       0.000000000000e+00       6.244640354393e+02 
       1.414025676212e+00       6.622194218912e+02       0.000000000000e+00       0.000000000000e+00       4.712743557462e+02       1.947504242125e-03       1.944300384572e-03       0.000000000000e+00       0.000000000000e+00       6.125575301974e+02 
       1.430401569328e+00       6.495820436104e+02       0.000000000000e+00       0.000000000000e+00       4.622813995276e+02       1.866850753788e-03       1.863779581376e-03       0.000000000000e+00       0.000000000000e+00       6.008679541527e+02 
       1.446966682024e+00       6.371811743828e+02       0.000000000000e+00       0.000000000000e+00       4.534579296402e+02       1.789525593376e-03       1.786581628757e-03       0.000000000000e+00       0.000000000000e+00       5.893973377971e+02 
       1.463723272699e+00       6.250112660709e+02       0.000000000000e+00       0.000000000000e+00       4.447987872923e+02       1.715388204826e-03       1.712566203711e-03       0.000000000000e+00       0.000000000000e+00       5.781403559125e+02 
       1.480673615729e+00       6.130610478189e+02       0.000000000000e+00       0.000000000000e+00       4.362947374039e+02       1.644288485115e-03       1.641583451884e-03       0.000000000000e+00       0.000000000000e+00       5.670863891427e+02 
       1.497820002999e+00       6.013364670097e+02       0.000000000000e+00       0.000000000000e+00       4.279520316901e+02       1.576128873176e-03       1.573535969903e-03       0.000000000000e+00       0.000000000000e+00       5.562412610655e+02 
       1.515164745304e+00       5.898302332617e+02       0.000000000000e+00       0.000000000000e+00       4.197652315969e+02       1.510780057972e-03       1.508294659883e-03       0.000000000000e+00       0.000000000000e+00       5.455981880853e+02 
       1.532710173641e+00       5.785343651701e+02       0.000000000000e+00       0.000000000000e+00       4.117271266145e+02       1.448116356526e-03       1.445734047647e-03       0.000000000000e+00       0.000000000000e+00       5.351495431224e+02 
       1.550458640380e+00       5.674500873580e+02       0.000000000000e+00       0.000000000000e+00       4.038395586285e+02       1.388040450200e-03       1.385756973333e-03       0.000000000000e+00       0.000000000000e+00       5.248966138040e+02 
       1.568412520341e+00       5.565732886054e+02       0.000000000000e+00       0.000000000000e+00       3.961004901418e+02       1.330445446963e-03       1.328256719652e-03       0.000000000000e+00       0.000000000000e+00       5.148357389675e+02 
       1.586574211774e+00       5.458973602816e+02       0.000000000000e+00       0.000000000000e+00       3.885041379793e+02       1.275222605806e-03       1.273124725864e-03       0.000000000000e+00       0.000000000000e+00       5.049606332292e+02 
       1.604946137264e+00       5.354191011991e+02       0.000000000000e+00       0.000000000000e+00       3.810476658623e+02       1.222275657683e-03       1.220264881869e-03       0.000000000000e+00       0.000000000000e+00       4.952682464039e+02 
       1.623530744555e+00       5.251368237422e+02       0.000000000000e+00       0.000000000000e+00       3.737308205349e+02       1.171515672848e-03       1.169588403090e-03       0.000000000000e+00       0.000000000000e+00       4.857571686690e+02 
       1.642330507311e+00       5.150485931897e+02       0.000000000000e+00       0.000000000000e+00       3.665525865091e+02       1.122856368201e-03       1.121009147966e-03       0.000000000000e+00       0.000000000000e+00       4.764256680571e+02 
       1.661347925816e+00       5.051483716399e+02       0.000000000000e+00       0.000000000000e+00       3.595079748578e+02       1.076205818558e-03       1.074435343351e-03       0.000000000000e+00       0.000000000000e+00       4.672680490405e+02 
       1.680585527631e+00       4.954305166680e+02       0.000000000000e+00       0.000000000000e+00       3.525925563961e+02       1.031476862549e-03       1.029779971704e-03       0.000000000000e+00       0.000000000000e+00       4.582790263197e+02 
       1.700045868193e+00       4.858943295758e+02       0.000000000000e+00       0.000000000000e+00       3.458062846613e+02       9.885961768888e-04       9.869698298768e-04       0.000000000000e+00       0.000000000000e+00       4.494580255229e+02 
       1.719731531391e+00       4.765371944446e+02       0.000000000000e+00       0.000000000000e+00       3.391477702213e+02       9.474892319108e-04       9.459305103394e-04       0.000000000000e+00       0.000000000000e+00       4.408027022574e+02 
       1.739645130100e+00       4.673560836953e+02       0.000000000000e+00       0.000000000000e+00       3.326147753644e+02       9.080835006214e-04       9.065896055464e-04       0.000000000000e+00       0.000000000000e+00       4.323102427280e+02 
       1.759789306686e+00       4.583468090515e+02       0.000000000000e+00       0.000000000000e+00       3.262039431843e+02       8.703070519905e-04       8.688753031982e-04       0.000000000000e+00       0.000000000000e+00       4.239767127039e+02 
       1.780166733495e+00       4.495052054309e+02       0.000000000000e+00       0.000000000000e+00       3.199121424270e+02       8.340909548389e-04       8.327187856617e-04       0.000000000000e+00       0.000000000000e+00       4.157982327833e+02 
       1.800780113318e+00       4.408289338661e+02       0.000000000000e+00       0.000000000000e+00       3.137378540356e+02       7.993724353435e-04       7.980573822171e-04       0.000000000000e+00       0.000000000000e+00       4.077726626197e+02 
       1.821632179842e+00       4.323160558051e+02       0.000000000000e+00       0.000000000000e+00       3.076799178531e+02       7.660918411878e-04       7.648315384656e-04       0.000000000000e+00       0.000000000000e+00       3.998982440531e+02 
       1.842725698086e+00       4.239632648313e+02       0.000000000000e+00       0.000000000000e+00       3.017360483872e+02       7.341893856502e-04       7.329815659718e-04       0.000000000000e+00       0.000000000000e+00       3.921719294026e+02 
       1.864063464832e+00       4.157688761971e+02       0.000000000000e+00       0.000000000000e+00       2.959049721193e+02       7.036104014487e-04       7.024528874575e-04       0.000000000000e+00       0.000000000000e+00       3.845921483672e+02 
       1.885648309045e+00       4.077280317210e+02       0.000000000000e+00       0.000000000000e+00       2.901831097834e+02       6.742970208482e-04       6.731877304921e-04       0.000000000000e+00       0.000000000000e+00       3.771543876425e+02 
       1.907483092287e+00       3.998382638620e+02       0.000000000000e+00       0.000000000000e+00       2.845686320635e+02       6.461976967073e-04       6.451346327989e-04       0.000000000000e+00       0.000000000000e+00       3.698563530432e+02 
       1.929570709132e+00       3.920970734345e+02       0.000000000000e+00       0.000000000000e+00       2.790597675326e+02       6.192628474931e-04       6.182440944172e-04       0.000000000000e+00       0.000000000000e+00       3.626957339435e+02 
       1.951914087572e+00       3.845010349070e+02       0.000000000000e+00       0.000000000000e+00       2.736541212318e+02       5.934433987821e-04       5.924671216261e-04       0.000000000000e+00       0.000000000000e+00       3.556693685400e+02 
       1.974516189428e+00       3.770481612456e+02       0.000000000000e+00       0.000000000000e+00       2.683503358664e+02       5.686944399366e-04       5.677588776369e-04       0.000000000000e+00       0.000000000000e+00       3.487754278746e+02 
       1.997380010760e+00       3.697359868949e+02       0.000000000000e+00       0.000000000000e+00       2.631466914843e+02       5.449720697998e-04       5.440755334918e-04       0.000000000000e+00       0.000000000000e+00       3.420116368247e+02 
       2.020508582274e+00       3.625620717816e+02       0.000000000000e+00       0.000000000000e+00       2.580414625968e+02       5.222341415137e-04       5.213750116622e-04       0.000000000000e+00       0.000000000000e+00       3.353757400621e+02 
       2.043904969736e+00       3.555238054969e+02       0.000000000000e+00       0.000000000000e+00       2.530327773931e+02       5.004399193049e-04       4.996166433890e-04       0.000000000000e+00       0.000000000000e+00       3.288653206910e+02 
       2.067572274385e+00       3.486187534869e+02       0.000000000000e+00       0.000000000000e+00       2.481188881184e+02       4.795505247181e-04       4.787616141816e-04       0.000000000000e+00       0.000000000000e+00       3.224781243086e+02 
       2.091513633352e+00       3.418445673659e+02       0.000000000000e+00       0.000000000000e+00       2.432981050406e+02       4.595287269494e-04       4.587727544902e-04       0.000000000000e+00       0.000000000000e+00       3.162119756918e+02 
       2.115732220079e+00       3.351985149376e+02       0.000000000000e+00       0.000000000000e+00       2.385684763760e+02       4.403382587448e-04       4.396138567283e-04       0.000000000000e+00       0.000000000000e+00       3.100643463600e+02 
