# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.00899e-05 to 1430.41 h/Mpc,
# number of wavenumbers equal to 1499
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_dmeff/k2            4:-T_idm_dr/k2           5:-T_b/k2                6:-T_g/k2                7:-T_ur/k2               8:-T_idr/k2              9:-T_ncdm/k2            10:-T_tot/k2          
       6.743496047140e-04       2.422202663580e+05       0.000000000000e+00       0.000000000000e+00       2.421827138509e+05       3.168429290630e+05       3.161321414989e+05       0.000000000000e+00       0.000000000000e+00       2.443685042868e+05 
       6.821582051169e-04       2.422136422686e+05       0.000000000000e+00       0.000000000000e+00       2.421752156620e+05       3.166929377194e+05       3.159659789061e+05       0.000000000000e+00       0.000000000000e+00       2.443573929858e+05 
       6.900572248511e-04       2.422068647800e+05       0.000000000000e+00       0.000000000000e+00       2.421675435571e+05       3.165395168986e+05       3.157960274247e+05       0.000000000000e+00       0.000000000000e+00       2.443460257831e+05 
       6.980477109230e-04       2.421999303213e+05       0.000000000000e+00       0.000000000000e+00       2.421596943825e+05       3.163825873362e+05       3.156222026283e+05       0.000000000000e+00       0.000000000000e+00       2.443343969189e+05 
       7.061307224628e-04       2.421928350998e+05       0.000000000000e+00       0.000000000000e+00       2.421516620977e+05       3.162220744275e+05       3.154444184227e+05       0.000000000000e+00       0.000000000000e+00       2.443225000532e+05 
       7.143073308651e-04       2.421855755515e+05       0.000000000000e+00       0.000000000000e+00       2.421434440931e+05       3.160578948777e+05       3.152625867534e+05       0.000000000000e+00       0.000000000000e+00       2.443103294064e+05 
       7.225786199304e-04       2.421781479802e+05       0.000000000000e+00       0.000000000000e+00       2.421350357614e+05       3.158899676002e+05       3.150766174749e+05       0.000000000000e+00       0.000000000000e+00       2.442978787863e+05 
       7.309456860090e-04       2.421705482249e+05       0.000000000000e+00       0.000000000000e+00       2.421264316543e+05       3.157182101501e+05       3.148864190139e+05       0.000000000000e+00       0.000000000000e+00       2.442851414491e+05 
       7.394096381466e-04       2.421627726586e+05       0.000000000000e+00       0.000000000000e+00       2.421176292220e+05       3.155425340717e+05       3.146918974788e+05       0.000000000000e+00       0.000000000000e+00       2.442721114161e+05 
       7.479715982309e-04       2.421548170915e+05       0.000000000000e+00       0.000000000000e+00       2.421086228951e+05       3.153628535714e+05       3.144929572384e+05       0.000000000000e+00       0.000000000000e+00       2.442587817954e+05 
       7.566327011403e-04       2.421466773433e+05       0.000000000000e+00       0.000000000000e+00       2.420994082402e+05       3.151790788521e+05       3.142895004831e+05       0.000000000000e+00       0.000000000000e+00       2.442451457894e+05 
       7.653940948947e-04       2.421383492140e+05       0.000000000000e+00       0.000000000000e+00       2.420899796910e+05       3.149911204794e+05       3.140814277046e+05       0.000000000000e+00       0.000000000000e+00       2.442311963902e+05 
       7.742569408073e-04       2.421298283869e+05       0.000000000000e+00       0.000000000000e+00       2.420803330297e+05       3.147988841682e+05       3.138686369844e+05       0.000000000000e+00       0.000000000000e+00       2.442169265982e+05 
       7.832224136388e-04       2.421211104468e+05       0.000000000000e+00       0.000000000000e+00       2.420704630364e+05       3.146022751875e+05       3.136510244793e+05       0.000000000000e+00       0.000000000000e+00       2.442023291439e+05 
       7.922917017529e-04       2.421121907942e+05       0.000000000000e+00       0.000000000000e+00       2.420603645588e+05       3.144011967099e+05       3.134284840484e+05       0.000000000000e+00       0.000000000000e+00       2.441873965558e+05 
       8.014660072738e-04       2.421030648385e+05       0.000000000000e+00       0.000000000000e+00       2.420500322150e+05       3.141955498667e+05       3.132009077396e+05       0.000000000000e+00       0.000000000000e+00       2.441721212764e+05 
       8.107465462459e-04       2.420937279042e+05       0.000000000000e+00       0.000000000000e+00       2.420394613777e+05       3.139852323856e+05       3.129681846949e+05       0.000000000000e+00       0.000000000000e+00       2.441564957071e+05 
       8.201345487945e-04       2.420841750683e+05       0.000000000000e+00       0.000000000000e+00       2.420286456631e+05       3.137701426837e+05       3.127302024479e+05       0.000000000000e+00       0.000000000000e+00       2.441405117609e+05 
       8.296312592893e-04       2.420744014215e+05       0.000000000000e+00       0.000000000000e+00       2.420175797682e+05       3.135501749928e+05       3.124868460311e+05       0.000000000000e+00       0.000000000000e+00       2.441241614331e+05 
       8.392379365088e-04       2.420644018138e+05       0.000000000000e+00       0.000000000000e+00       2.420062578090e+05       3.133252219661e+05       3.122379981880e+05       0.000000000000e+00       0.000000000000e+00       2.441074363767e+05 
       8.489558538078e-04       2.420541712382e+05       0.000000000000e+00       0.000000000000e+00       2.419946739952e+05       3.130951739520e+05       3.119835389584e+05       0.000000000000e+00       0.000000000000e+00       2.440903283041e+05 
       8.587862992856e-04       2.420437042880e+05       0.000000000000e+00       0.000000000000e+00       2.419828224801e+05       3.128599186619e+05       3.117233464841e+05       0.000000000000e+00       0.000000000000e+00       2.440728285270e+05 
       8.687305759572e-04       2.420329954593e+05       0.000000000000e+00       0.000000000000e+00       2.419706966995e+05       3.126193421649e+05       3.114572962667e+05       0.000000000000e+00       0.000000000000e+00       2.440549281039e+05 
       8.787900019257e-04       2.420220393483e+05       0.000000000000e+00       0.000000000000e+00       2.419582907487e+05       3.123733277348e+05       3.111852611282e+05       0.000000000000e+00       0.000000000000e+00       2.440366182004e+05 
       8.889659105570e-04       2.420108301910e+05       0.000000000000e+00       0.000000000000e+00       2.419455980807e+05       3.121217564053e+05       3.109071116544e+05       0.000000000000e+00       0.000000000000e+00       2.440178895223e+05 
       8.992596506569e-04       2.419993622735e+05       0.000000000000e+00       0.000000000000e+00       2.419326123057e+05       3.118645063278e+05       3.106227155983e+05       0.000000000000e+00       0.000000000000e+00       2.439987327583e+05 
       9.096725866495e-04       2.419876297631e+05       0.000000000000e+00       0.000000000000e+00       2.419193263098e+05       3.116014551044e+05       3.103319381415e+05       0.000000000000e+00       0.000000000000e+00       2.439791383452e+05 
       9.202060987581e-04       2.419756265165e+05       0.000000000000e+00       0.000000000000e+00       2.419057343537e+05       3.113324736116e+05       3.100346420901e+05       0.000000000000e+00       0.000000000000e+00       2.439590965436e+05 
       9.308615831883e-04       2.419633462355e+05       0.000000000000e+00       0.000000000000e+00       2.418918278628e+05       3.110574359550e+05       3.097306874519e+05       0.000000000000e+00       0.000000000000e+00       2.439385970584e+05 
       9.416404523132e-04       2.419507827032e+05       0.000000000000e+00       0.000000000000e+00       2.418775999718e+05       3.107762104097e+05       3.094199314105e+05       0.000000000000e+00       0.000000000000e+00       2.439176297998e+05 
       9.525441348600e-04       2.419379294824e+05       0.000000000000e+00       0.000000000000e+00       2.418630435808e+05       3.104886623924e+05       3.091022284157e+05       0.000000000000e+00       0.000000000000e+00       2.438961843803e+05 
       9.635740761001e-04       2.419247798793e+05       0.000000000000e+00       0.000000000000e+00       2.418481515553e+05       3.101946541409e+05       3.087774300989e+05       0.000000000000e+00       0.000000000000e+00       2.438742501109e+05 
       9.747317380404e-04       2.419113270700e+05       0.000000000000e+00       0.000000000000e+00       2.418329159668e+05       3.098940469802e+05       3.084453855365e+05       0.000000000000e+00       0.000000000000e+00       2.438518160244e+05 
       9.860185996167e-04       2.418975643824e+05       0.000000000000e+00       0.000000000000e+00       2.418173291606e+05       3.095866987188e+05       3.081059403210e+05       0.000000000000e+00       0.000000000000e+00       2.438288712188e+05 
       9.974361568903e-04       2.418834846541e+05       0.000000000000e+00       0.000000000000e+00       2.418013821529e+05       3.092724660450e+05       3.077589377178e+05       0.000000000000e+00       0.000000000000e+00       2.438054041357e+05 
       1.008985923246e-03       2.418690806146e+05       0.000000000000e+00       0.000000000000e+00       2.417850684243e+05       3.089511981187e+05       3.074042177456e+05       0.000000000000e+00       0.000000000000e+00       2.437814033546e+05 
       1.020669429593e-03       2.418543448931e+05       0.000000000000e+00       0.000000000000e+00       2.417683782275e+05       3.086227467799e+05       3.070416176232e+05       0.000000000000e+00       0.000000000000e+00       2.437568568711e+05 
       1.032488224568e-03       2.418392699798e+05       0.000000000000e+00       0.000000000000e+00       2.417513034294e+05       3.082869578640e+05       3.066709713843e+05       0.000000000000e+00       0.000000000000e+00       2.437317526852e+05 
       1.044443874738e-03       2.418238481211e+05       0.000000000000e+00       0.000000000000e+00       2.417338352120e+05       3.079436748525e+05       3.062921100934e+05       0.000000000000e+00       0.000000000000e+00       2.437060784145e+05 
       1.056537964813e-03       2.418080714066e+05       0.000000000000e+00       0.000000000000e+00       2.417159647240e+05       3.075927379517e+05       3.059048617416e+05       0.000000000000e+00       0.000000000000e+00       2.436798214508e+05 
       1.068772097850e-03       2.417919317842e+05       0.000000000000e+00       0.000000000000e+00       2.416976825775e+05       3.072339855678e+05       3.055090511475e+05       0.000000000000e+00       0.000000000000e+00       2.436529689176e+05 
       1.081147895471e-03       2.417754209182e+05       0.000000000000e+00       0.000000000000e+00       2.416789794346e+05       3.068672517352e+05       3.051045001125e+05       0.000000000000e+00       0.000000000000e+00       2.436255076053e+05 
       1.093666998075e-03       2.417585306116e+05       0.000000000000e+00       0.000000000000e+00       2.416598462475e+05       3.064923672871e+05       3.046910267905e+05       0.000000000000e+00       0.000000000000e+00       2.435974243649e+05 
       1.106331065055e-03       2.417412521894e+05       0.000000000000e+00       0.000000000000e+00       2.416402726027e+05       3.061091617734e+05       3.042684465010e+05       0.000000000000e+00       0.000000000000e+00       2.435687053863e+05 
       1.119141775019e-03       2.417235768918e+05       0.000000000000e+00       0.000000000000e+00       2.416202487312e+05       3.057174597857e+05       3.038365711833e+05       0.000000000000e+00       0.000000000000e+00       2.435393367684e+05 
       1.132100826013e-03       2.417054955266e+05       0.000000000000e+00       0.000000000000e+00       2.415997642581e+05       3.053170832447e+05       3.033952098383e+05       0.000000000000e+00       0.000000000000e+00       2.435093040819e+05 
       1.145209935746e-03       2.416869990970e+05       0.000000000000e+00       0.000000000000e+00       2.415788088990e+05       3.049078507856e+05       3.029441675959e+05       0.000000000000e+00       0.000000000000e+00       2.434785929685e+05 
       1.158470841815e-03       2.416680781569e+05       0.000000000000e+00       0.000000000000e+00       2.415573713743e+05       3.044895790344e+05       3.024832465682e+05       0.000000000000e+00       0.000000000000e+00       2.434471884761e+05 
       1.171885301939e-03       2.416487231208e+05       0.000000000000e+00       0.000000000000e+00       2.415354414506e+05       3.040620784451e+05       3.020122454537e+05       0.000000000000e+00       0.000000000000e+00       2.434150755603e+05 
       1.185455094190e-03       2.416289241696e+05       0.000000000000e+00       0.000000000000e+00       2.415130069991e+05       3.036251598344e+05       3.015309595555e+05       0.000000000000e+00       0.000000000000e+00       2.433822386509e+05 
       1.199182017231e-03       2.416086712291e+05       0.000000000000e+00       0.000000000000e+00       2.414900586315e+05       3.031786243949e+05       3.010391808131e+05       0.000000000000e+00       0.000000000000e+00       2.433486622031e+05 
       1.213067890549e-03       2.415879541107e+05       0.000000000000e+00       0.000000000000e+00       2.414665837032e+05       3.027222762699e+05       3.005366976121e+05       0.000000000000e+00       0.000000000000e+00       2.433143300680e+05 
       1.227114554701e-03       2.415667625240e+05       0.000000000000e+00       0.000000000000e+00       2.414425707511e+05       3.022559133505e+05       3.000232947582e+05       0.000000000000e+00       0.000000000000e+00       2.432792260534e+05 
       1.241323871559e-03       2.415450857524e+05       0.000000000000e+00       0.000000000000e+00       2.414180067820e+05       3.017793321690e+05       2.994987538316e+05       0.000000000000e+00       0.000000000000e+00       2.432433333155e+05 
       1.255697724552e-03       2.415229126019e+05       0.000000000000e+00       0.000000000000e+00       2.413928800643e+05       3.012923224336e+05       2.989628532673e+05       0.000000000000e+00       0.000000000000e+00       2.432066346701e+05 
       1.270238018917e-03       2.415001253710e+05       0.000000000000e+00       0.000000000000e+00       2.413670491867e+05       3.007945064027e+05       2.984154838022e+05       0.000000000000e+00       0.000000000000e+00       2.431690042760e+05 
       1.284946681957e-03       2.414767545549e+05       0.000000000000e+00       0.000000000000e+00       2.413405490346e+05       3.002857399213e+05       2.978563730347e+05       0.000000000000e+00       0.000000000000e+00       2.431304667476e+05 
       1.299825663287e-03       2.414528531847e+05       0.000000000000e+00       0.000000000000e+00       2.413134476764e+05       2.997658982976e+05       2.972852182527e+05       0.000000000000e+00       0.000000000000e+00       2.430910702552e+05 
       1.314876935101e-03       2.414284093672e+05       0.000000000000e+00       0.000000000000e+00       2.412857307481e+05       2.992347604839e+05       2.967017835603e+05       0.000000000000e+00       0.000000000000e+00       2.430507962734e+05 
       1.330102492428e-03       2.414034105712e+05       0.000000000000e+00       0.000000000000e+00       2.412573827896e+05       2.986921022573e+05       2.961058301551e+05       0.000000000000e+00       0.000000000000e+00       2.430096254954e+05 
       1.345504353400e-03       2.413778448193e+05       0.000000000000e+00       0.000000000000e+00       2.412283929839e+05       2.981376882735e+05       2.954971143570e+05       0.000000000000e+00       0.000000000000e+00       2.429675395561e+05 
       1.361084559517e-03       2.413516994975e+05       0.000000000000e+00       0.000000000000e+00       2.411987448441e+05       2.975712891800e+05       2.948753897748e+05       0.000000000000e+00       0.000000000000e+00       2.429245187400e+05 
       1.376845175917e-03       2.413249610966e+05       0.000000000000e+00       0.000000000000e+00       2.411684231173e+05       2.969926675630e+05       2.942404073595e+05       0.000000000000e+00       0.000000000000e+00       2.428805426322e+05 
       1.392788291655e-03       2.412976162052e+05       0.000000000000e+00       0.000000000000e+00       2.411374124407e+05       2.964015824119e+05       2.935919140256e+05       0.000000000000e+00       0.000000000000e+00       2.428355907704e+05 
       1.408916019972e-03       2.412696518102e+05       0.000000000000e+00       0.000000000000e+00       2.411056981720e+05       2.957977891107e+05       2.929296523235e+05       0.000000000000e+00       0.000000000000e+00       2.427896430171e+05 
       1.425230498581e-03       2.412410538303e+05       0.000000000000e+00       0.000000000000e+00       2.410732640453e+05       2.951810399403e+05       2.922533626220e+05       0.000000000000e+00       0.000000000000e+00       2.427426780298e+05 
       1.441733889949e-03       2.412118080401e+05       0.000000000000e+00       0.000000000000e+00       2.410400945856e+05       2.945510818957e+05       2.915627814981e+05       0.000000000000e+00       0.000000000000e+00       2.426946743397e+05 
       1.458428381583e-03       2.411818995002e+05       0.000000000000e+00       0.000000000000e+00       2.410061722380e+05       2.939076607002e+05       2.908576429581e+05       0.000000000000e+00       0.000000000000e+00       2.426456095149e+05 
       1.475316186319e-03       2.411513143337e+05       0.000000000000e+00       0.000000000000e+00       2.409714807935e+05       2.932505180634e+05       2.901376757475e+05       0.000000000000e+00       0.000000000000e+00       2.425954620691e+05 
       1.492399542617e-03       2.411200374314e+05       0.000000000000e+00       0.000000000000e+00       2.409360029582e+05       2.925793914973e+05       2.894026066314e+05       0.000000000000e+00       0.000000000000e+00       2.425442092478e+05 
       1.509680714858e-03       2.410880527640e+05       0.000000000000e+00       0.000000000000e+00       2.408997208282e+05       2.918940142943e+05       2.886521600313e+05       0.000000000000e+00       0.000000000000e+00       2.424918273522e+05 
       1.527161993643e-03       2.410553450262e+05       0.000000000000e+00       0.000000000000e+00       2.408626142576e+05       2.911941218056e+05       2.878860559885e+05       0.000000000000e+00       0.000000000000e+00       2.424382928971e+05 
       1.544845696096e-03       2.410218978140e+05       0.000000000000e+00       0.000000000000e+00       2.408246694154e+05       2.904794316157e+05       2.871040120713e+05       0.000000000000e+00       0.000000000000e+00       2.423835821795e+05 
       1.562734166173e-03       2.409876949438e+05       0.000000000000e+00       0.000000000000e+00       2.407858665120e+05       2.897496700440e+05       2.863057424951e+05       0.000000000000e+00       0.000000000000e+00       2.423276708346e+05 
       1.580829774970e-03       2.409527205667e+05       0.000000000000e+00       0.000000000000e+00       2.407461854567e+05       2.890045598486e+05       2.854909575501e+05       0.000000000000e+00       0.000000000000e+00       2.422705346135e+05 
       1.599134921042e-03       2.409169562626e+05       0.000000000000e+00       0.000000000000e+00       2.407056061140e+05       2.882438168379e+05       2.846593678533e+05       0.000000000000e+00       0.000000000000e+00       2.422121470587e+05 
       1.617652030716e-03       2.408803854538e+05       0.000000000000e+00       0.000000000000e+00       2.406641088929e+05       2.874671551891e+05       2.838106780745e+05       0.000000000000e+00       0.000000000000e+00       2.421524831963e+05 
       1.636383558414e-03       2.408429904552e+05       0.000000000000e+00       0.000000000000e+00       2.406216766518e+05       2.866742792027e+05       2.829445913213e+05       0.000000000000e+00       0.000000000000e+00       2.420915173570e+05 
       1.655331986980e-03       2.408047527578e+05       0.000000000000e+00       0.000000000000e+00       2.405782833716e+05       2.858649044910e+05       2.820608091224e+05       0.000000000000e+00       0.000000000000e+00       2.420292219616e+05 
       1.674499828008e-03       2.407656540277e+05       0.000000000000e+00       0.000000000000e+00       2.405339100235e+05       2.850387314598e+05       2.811590296423e+05       0.000000000000e+00       0.000000000000e+00       2.419655703880e+05 
       1.693889622175e-03       2.407256753317e+05       0.000000000000e+00       0.000000000000e+00       2.404885360491e+05       2.841954584483e+05       2.802389490423e+05       0.000000000000e+00       0.000000000000e+00       2.419005352247e+05 
       1.713503939576e-03       2.406847967829e+05       0.000000000000e+00       0.000000000000e+00       2.404421365968e+05       2.833347872937e+05       2.793002623899e+05       0.000000000000e+00       0.000000000000e+00       2.418340876485e+05 
       1.733345380069e-03       2.406430006675e+05       0.000000000000e+00       0.000000000000e+00       2.403946935437e+05       2.824564086322e+05       2.783426589857e+05       0.000000000000e+00       0.000000000000e+00       2.417662014128e+05 
       1.753416573614e-03       2.406002653298e+05       0.000000000000e+00       0.000000000000e+00       2.403461802506e+05       2.815600183681e+05       2.773658315394e+05       0.000000000000e+00       0.000000000000e+00       2.416968458444e+05 
       1.773720180626e-03       2.405565708006e+05       0.000000000000e+00       0.000000000000e+00       2.402965763670e+05       2.806453011333e+05       2.763694679349e+05       0.000000000000e+00       0.000000000000e+00       2.416259923919e+05 
       1.794258892328e-03       2.405118963344e+05       0.000000000000e+00       0.000000000000e+00       2.402458554626e+05       2.797119488148e+05       2.753532554493e+05       0.000000000000e+00       0.000000000000e+00       2.415536110209e+05 
       1.815035431102e-03       2.404662196269e+05       0.000000000000e+00       0.000000000000e+00       2.401939924224e+05       2.787596449347e+05       2.743168816017e+05       0.000000000000e+00       0.000000000000e+00       2.414796705018e+05 
       1.836052550857e-03       2.404195204052e+05       0.000000000000e+00       0.000000000000e+00       2.401409651342e+05       2.777880704475e+05       2.732600294709e+05       0.000000000000e+00       0.000000000000e+00       2.414041416360e+05 
       1.857313037388e-03       2.403717760008e+05       0.000000000000e+00       0.000000000000e+00       2.400867466063e+05       2.767969073628e+05       2.721823841101e+05       0.000000000000e+00       0.000000000000e+00       2.413269925440e+05 
       1.878819708751e-03       2.403229639701e+05       0.000000000000e+00       0.000000000000e+00       2.400313109308e+05       2.757858348185e+05       2.710836291196e+05       0.000000000000e+00       0.000000000000e+00       2.412481916354e+05 
       1.900575415631e-03       2.402730615934e+05       0.000000000000e+00       0.000000000000e+00       2.399746332701e+05       2.747545270652e+05       2.699634474468e+05       0.000000000000e+00       0.000000000000e+00       2.411677071753e+05 
       1.922583041724e-03       2.402220455056e+05       0.000000000000e+00       0.000000000000e+00       2.399166916773e+05       2.737026514960e+05       2.688215222244e+05       0.000000000000e+00       0.000000000000e+00       2.410855072513e+05 
       1.944845504116e-03       2.401698917173e+05       0.000000000000e+00       0.000000000000e+00       2.398574456135e+05       2.726299038995e+05       2.676575379872e+05       0.000000000000e+00       0.000000000000e+00       2.410015569807e+05 
       1.967365753674e-03       2.401165753977e+05       0.000000000000e+00       0.000000000000e+00       2.397968741772e+05       2.715359445660e+05       2.664711791229e+05       0.000000000000e+00       0.000000000000e+00       2.409158233221e+05 
       1.990146775431e-03       2.400620718498e+05       0.000000000000e+00       0.000000000000e+00       2.397349476790e+05       2.704204475799e+05       2.652621307523e+05       0.000000000000e+00       0.000000000000e+00       2.408282721852e+05 
       2.013191588987e-03       2.400063547505e+05       0.000000000000e+00       0.000000000000e+00       2.396716395277e+05       2.692830781815e+05       2.640300804361e+05       0.000000000000e+00       0.000000000000e+00       2.407388685326e+05 
       2.036503248908e-03       2.399494022932e+05       0.000000000000e+00       0.000000000000e+00       2.396069180084e+05       2.681235196835e+05       2.627747111164e+05       0.000000000000e+00       0.000000000000e+00       2.406475804290e+05 
       2.060084845129e-03       2.398911842002e+05       0.000000000000e+00       0.000000000000e+00       2.395407507462e+05       2.669414382646e+05       2.614957177699e+05       0.000000000000e+00       0.000000000000e+00       2.405543688093e+05 
       2.083939503365e-03       2.398316749447e+05       0.000000000000e+00       0.000000000000e+00       2.394731133771e+05       2.657364966418e+05       2.601927909252e+05       0.000000000000e+00       0.000000000000e+00       2.404591996298e+05 
       2.108070385525e-03       2.397708485665e+05       0.000000000000e+00       0.000000000000e+00       2.394039717029e+05       2.645083754363e+05       2.588656239222e+05       0.000000000000e+00       0.000000000000e+00       2.403620372665e+05 
       2.132480690130e-03       2.397086758301e+05       0.000000000000e+00       0.000000000000e+00       2.393332935860e+05       2.632567436660e+05       2.575139167541e+05       0.000000000000e+00       0.000000000000e+00       2.402628436462e+05 
       2.157173652742e-03       2.396451286446e+05       0.000000000000e+00       0.000000000000e+00       2.392610413441e+05       2.619812846490e+05       2.561373711567e+05       0.000000000000e+00       0.000000000000e+00       2.401615810062e+05 
       2.182152546384e-03       2.395801784655e+05       0.000000000000e+00       0.000000000000e+00       2.391871888463e+05       2.606816630295e+05       2.547356925036e+05       0.000000000000e+00       0.000000000000e+00       2.400582127818e+05 
       2.207420681983e-03       2.395137953489e+05       0.000000000000e+00       0.000000000000e+00       2.391116980940e+05       2.593575614032e+05       2.533085919573e+05       0.000000000000e+00       0.000000000000e+00       2.399526997557e+05 
       2.232981408803e-03       2.394459514271e+05       0.000000000000e+00       0.000000000000e+00       2.390345371979e+05       2.580086612329e+05       2.518557826652e+05       0.000000000000e+00       0.000000000000e+00       2.398450053745e+05 
       2.258838114889e-03       2.393766144705e+05       0.000000000000e+00       0.000000000000e+00       2.389556699985e+05       2.566346428447e+05       2.503769879511e+05       0.000000000000e+00       0.000000000000e+00       2.397350889654e+05 
       2.284994227521e-03       2.393057562902e+05       0.000000000000e+00       0.000000000000e+00       2.388750616064e+05       2.552351962499e+05       2.488719320065e+05       0.000000000000e+00       0.000000000000e+00       2.396229135133e+05 
       2.311453213663e-03       2.392333417509e+05       0.000000000000e+00       0.000000000000e+00       2.387926740238e+05       2.538100070331e+05       2.473403535796e+05       0.000000000000e+00       0.000000000000e+00       2.395084359676e+05 
       2.338218580424e-03       2.391593414551e+05       0.000000000000e+00       0.000000000000e+00       2.387084703195e+05       2.523587745915e+05       2.457819909803e+05       0.000000000000e+00       0.000000000000e+00       2.393916183354e+05 
       2.365293875526e-03       2.390837195939e+05       0.000000000000e+00       0.000000000000e+00       2.386224091820e+05       2.508811969240e+05       2.441965978656e+05       0.000000000000e+00       0.000000000000e+00       2.392724168804e+05 
       2.392682687769e-03       2.390064489902e+05       0.000000000000e+00       0.000000000000e+00       2.385344644731e+05       2.493769720063e+05       2.425839251943e+05       0.000000000000e+00       0.000000000000e+00       2.391507972598e+05 
       2.420388647510e-03       2.389274904596e+05       0.000000000000e+00       0.000000000000e+00       2.384445810567e+05       2.478458234821e+05       2.409437473586e+05       0.000000000000e+00       0.000000000000e+00       2.390267114781e+05 
       2.448415427145e-03       2.388468137818e+05       0.000000000000e+00       0.000000000000e+00       2.383527289367e+05       2.462874616599e+05       2.392758375613e+05       0.000000000000e+00       0.000000000000e+00       2.389001225828e+05 
       2.476766741593e-03       2.387643805803e+05       0.000000000000e+00       0.000000000000e+00       2.382588672536e+05       2.447016026794e+05       2.375799883384e+05       0.000000000000e+00       0.000000000000e+00       2.387709855990e+05 
       2.505446348790e-03       2.386801558315e+05       0.000000000000e+00       0.000000000000e+00       2.381629519570e+05       2.430879839072e+05       2.358559996486e+05       0.000000000000e+00       0.000000000000e+00       2.386392582153e+05 
       2.534458050186e-03       2.385941046904e+05       0.000000000000e+00       0.000000000000e+00       2.380649406218e+05       2.414463484280e+05       2.341036829883e+05       0.000000000000e+00       0.000000000000e+00       2.385048987593e+05 
       2.563805691252e-03       2.385061912763e+05       0.000000000000e+00       0.000000000000e+00       2.379647955167e+05       2.397764399772e+05       2.323228633749e+05       0.000000000000e+00       0.000000000000e+00       2.383678656392e+05 
       2.593493161985e-03       2.384163780647e+05       0.000000000000e+00       0.000000000000e+00       2.378624674778e+05       2.380780253314e+05       2.305133811388e+05       0.000000000000e+00       0.000000000000e+00       2.382281146813e+05 
       2.623524397428e-03       2.383246279329e+05       0.000000000000e+00       0.000000000000e+00       2.377579167685e+05       2.363508687809e+05       2.286750906288e+05       0.000000000000e+00       0.000000000000e+00       2.380856036662e+05 
       2.653903378188e-03       2.382309015768e+05       0.000000000000e+00       0.000000000000e+00       2.376510979041e+05       2.345947501658e+05       2.268078638140e+05       0.000000000000e+00       0.000000000000e+00       2.379402881625e+05 
       2.684634130965e-03       2.381351600405e+05       0.000000000000e+00       0.000000000000e+00       2.375419686335e+05       2.328094575718e+05       2.249115881660e+05       0.000000000000e+00       0.000000000000e+00       2.377921248629e+05 
       2.715720729090e-03       2.380373629194e+05       0.000000000000e+00       0.000000000000e+00       2.374304709665e+05       2.309948125640e+05       2.229861706334e+05       0.000000000000e+00       0.000000000000e+00       2.376410675774e+05 
       2.747167293055e-03       2.379374679612e+05       0.000000000000e+00       0.000000000000e+00       2.373165662521e+05       2.291506181667e+05       2.210315371965e+05       0.000000000000e+00       0.000000000000e+00       2.374870716113e+05 
       2.778977991069e-03       2.378354429251e+05       0.000000000000e+00       0.000000000000e+00       2.372002055398e+05       2.272767292050e+05       2.190476227438e+05       0.000000000000e+00       0.000000000000e+00       2.373300997432e+05 
       2.811157039606e-03       2.377312381507e+05       0.000000000000e+00       0.000000000000e+00       2.370813400497e+05       2.253729783426e+05       2.170344009729e+05       0.000000000000e+00       0.000000000000e+00       2.371701007244e+05 
       2.843708703963e-03       2.376248186484e+05       0.000000000000e+00       0.000000000000e+00       2.369599289447e+05       2.234392358726e+05       2.149918509722e+05       0.000000000000e+00       0.000000000000e+00       2.370070371871e+05 
       2.876637298829e-03       2.375161233903e+05       0.000000000000e+00       0.000000000000e+00       2.368358955416e+05       2.214753849566e+05       2.129200026683e+05       0.000000000000e+00       0.000000000000e+00       2.368408457379e+05 
       2.909947188853e-03       2.374051413125e+05       0.000000000000e+00       0.000000000000e+00       2.367092264899e+05       2.194813427356e+05       2.108188551183e+05       0.000000000000e+00       0.000000000000e+00       2.366715138497e+05 
       2.943642789225e-03       2.372918031576e+05       0.000000000000e+00       0.000000000000e+00       2.365798453857e+05       2.174570148862e+05       2.086884946681e+05       0.000000000000e+00       0.000000000000e+00       2.364989725506e+05 
       2.977728566261e-03       2.371760686281e+05       0.000000000000e+00       0.000000000000e+00       2.364477000559e+05       2.154023529614e+05       2.065290026255e+05       0.000000000000e+00       0.000000000000e+00       2.363231809615e+05 
       3.012209037992e-03       2.370578970611e+05       0.000000000000e+00       0.000000000000e+00       2.363127543730e+05       2.133173096036e+05       2.043404865945e+05       0.000000000000e+00       0.000000000000e+00       2.361441007976e+05 
       3.047088774769e-03       2.369372489271e+05       0.000000000000e+00       0.000000000000e+00       2.361749341142e+05       2.112019113645e+05       2.021230839260e+05       0.000000000000e+00       0.000000000000e+00       2.359616902344e+05 
       3.082372399862e-03       2.368140676011e+05       0.000000000000e+00       0.000000000000e+00       2.360341911752e+05       2.090561424405e+05       1.998769762101e+05       0.000000000000e+00       0.000000000000e+00       2.357758975410e+05 
       3.118064590078e-03       2.366883094765e+05       0.000000000000e+00       0.000000000000e+00       2.358904868226e+05       2.068800253494e+05       1.976023633986e+05       0.000000000000e+00       0.000000000000e+00       2.355866839207e+05 
